movie_title,year,episode,song_title,artists
    danville ,2008.0,    wintertime ,    have you ever seen the rain,    john fogerty+creedence clearwater revival
    playing by heart,1998.0,    NaN,    surrender ,    ottmar liebert
    itsen�isyys ja rock,1986.0,    NaN,    the train kept a-rollin?,    tiny bradshaw
    once upon a time in the midlands,2002.0,    NaN,    shoot the moon,    jesse harris+norah jones
    skeppsholmen,2002.0,    (#,    shoot the moon,    norah jones
    mtv video music awards latinoam�rica ,2006.0,    NaN,    call me when youre sober / bring me to life,    evanescence
    la virgen de los sicarios,2000.0,    NaN,    la gota fria,    emiliano zuleta+grupo niche
    soul kitchen,2009.0,    NaN,    the creator has a master plan (peace),    louis armstrong
    rail kings,2005.0,    NaN,    train  train,    blackfoot
    volando voy,2006.0,    NaN,    por primera vez,    manuel molina+lole y manuel
    top of the pops,1964.0,    (,    don't take away the music (digital johnson mix),    tavares
    rote sonne,1999.0,    NaN,    afterglow (of your love),    steve marriott+ronnie lane+small faces
    best possible taste: the kenny everett story,2012.0,    NaN,    afterglow (of your love),    steve marriott+ronnie lane+small faces
    wild child,2008.0,    NaN,    if this is love,    joe belmaati+mich hansen+vince clarke+alison moyet+the saturdays
    headlines! live at hammersmith apollo,2011.0,    NaN,    if this is love,    the saturdays
    there is a pil in heaven,2012.0,    NaN,    flowers of romance (live),    public image ltd.
    reading and leeds festival,2009.0,    kaiser chiefs (#,    everyday i love you less and less,    kaiser chiefs
    seventeen - m�dchen sind die besseren jungs,2003.0,    NaN,    gorecki,    lamb
    the movie orgy,1968.0,    NaN,    walk like a man,    bob crewe+bob gaudio+frankie valli+the four seasons
    walk like a man,1987.0,    NaN,    walk like a man,    frankie valli+the four seasons
    danny baker rocks... (a bit),2014.0,    the eighties (#,    i got to sleep,    the pretenders
    nos vies heureuses,1999.0,    NaN,    a ton �toile,    bertrand cantat+noir d�sir
    ill believe you,2006.0,    NaN,    all at once,    joe king+isaac slade+aaron johnson+the fray
    top of the pops,1995.0,    (,    something for the pain,    jon bon jovi+richie sambora+desmond child+bon jovi
    bakit labis kitang mahal,2007.0,    NaN,    bakit labis kitang mahal,    lea salonga
    overcoming,2005.0,    NaN,    whispering at the top of my lungs,    timothy christensen
    sex and the city,2000.0,    the real me (#,    she bangs,    ricky martin
    caras & bocas,2009.0,    (#,    mais uma vez,    marisa monte
    riding the bullet,2004.0,    NaN,    papa's got a brand new bag (part ,    james brown
    simon birch,1998.0,    NaN,    papa's got a brand new bag (part ,    james brown
    face/off,1997.0,    NaN,    papas got a brand new bag (part i),    james brown+arrangement with polygram film+tv licensing
    two weeks notice,2002.0,    NaN,    papa's got a brand new bag (part ,    james brown
    beat the devil,2002.0,    NaN,    papa's got a brand new bag (part ,    james brown
    sus,2010.0,    NaN,    its up to you (live at the moonlight club),    the specials+jerry dammers+terry hall+horace panter+roddy byers+lynval golding+john bradbury+nev...
    smithereens,1982.0,    NaN,    original love,    the feelies
    fresh meat,2011.0,    (#,    let me show you (k-klass ,    k-klass
    the legendary fillmore slim playing the blues,2012.0,    NaN,    i'm your hoochie coochie man,    muddy watters
    the dukes of hazzard,2005.0,    NaN,    the south's gonna do it again,    charlie daniels+the charlie daniels band+arrangement with sony bmg music entertainment
    rush,1991.0,    NaN,    the south's gonna do it again,    charlie daniels+the charlie daniels band+arrangement with sony music licensing
    coqueta,1949.0,    NaN,    escarcha,    agust�n lara
    off the black,2006.0,    NaN,    love you (take ,    syd barrett
    one tree hill,2009.0,    my attendance is bad but my intentions are good (#,    lullaby,    onerepublic
    tortilla soup,2007.0,    NaN,    hoy ya me voy,    b. garcia+sergent garcia
    beware the gonzo,2010.0,    NaN,    light sweet crude (album),    obits+rick froberg+sohrab habibion+scott gursky+greg simpson
    ,1986.0,    NaN,    louisiana woman  mississippi man,    loretta lynn / conway twitty
    patch adams,1998.0,    NaN,    let it rain,    eric clapton+bonnie bramlett+arrangement with polygram film+tv music
    chickenfoot: get your buzz on live,2009.0,    NaN,    avenida revolution,    chickenfoot
    the yards,2000.0,    NaN,    no one is to blame,    howard jones
    waitress,2007.0,    NaN,    no one is to blame,    howard jones+emile millar
    the black donnellys,2007.0,    in each one a savior (#,    no one is to blame,    howard jones+emile millar
    the ,1999.0,    NaN,    the tracks of my tears,    smokey robinson+warren moore+marvin tarplin+the miracles
    hysteria,2011.0,    NaN,    rule britannia,    thomas augustine arne+the band of the royal marines
    the sopranos,1999.0,    guy walks into a psychiatrists office (#,    i've tried everything,    annie lennox+david a. stewart+the eurythmics
    suicidegirls: the first tour,2005.0,    NaN,    shadowland,    youth group+william t. martin
    the o.c.,2004.0,    the return of the nana (#,    shadowland,    youth group
    what happens in vegas,2008.0,    NaN,    flashdance...what a feeling,    giorgio moroder+keith forsey+irene cara
    jimmy buffett: live by the bay,1986.0,    NaN,    last mango in paris,    jimmy buffett+the coral reefer band
    unforgivable blackness: the rise and fall of jack johnson,2004.0,    NaN,    god moves on the water,    blind willie johnson
    noordzee  texas,2011.0,    NaN,    teach me tiger (lp version),    april stevens
    welcome to sunny florida,2004.0,    NaN,    father lucifer (,    tori amos
    live from studio five,2009.0,    (#,    video phone,    beyonc� knowles+lady gaga+bangladesh+sean garrett+angela beyince
    the vampire diaries,2009.0,    the turning point (#,    this is beautiful,    tyrone wells
    top of the pops,1981.0,    christmas ,    reward,    julian cope+alan gill+the teardrop explodes
    just cant get enough,2002.0,    NaN,    i eat cannibals (part ,    toto coelo+barry blue+paul greedus+ralph nicholson
    oasis uncut,1997.0,    NaN,    wonderwall,    noel gallagher+oasis
    one hit wonderland,2012.0,    unbelievable by emf (#,    wonderwall,    noel gallagher+oasis
    eastenders,1985.0,    (,    wonderwall,    noel gallagher+oasis
    dark days,2000.0,    NaN,    napalm brain/scatter brain,    dj shadow
    the dinah shore chevy show,2001.0,    the dinah shore show (#,    south rampart street parade,    ray bauduc+bob haggart+dinah shore+bing crosby+al hirt
    zum teufel mit der wahrheit,2015.0,    NaN,    bohemian rhapsody (,    queen
    skins,2007.0,    chris (#,    i'll fly by the seat of my pants,    king creosote
    insensato cora��o,2011.0,    (#,    s� louco,    dorival caymmi
    screenwipe,2006.0,    (#,    get it (instrumental),    rjd
    saving private ryan,1998.0,    NaN,    solitude,    duke ellington & his orchestra
    the bell telephone hour,1959.0,    on the road with duke ellington (#,    solitude,    duke ellington+duke ellington orchestra
    movistar m�sica,2009.0,    quique neira,    armon�a de amor,    quique neira
    the big gay musical,2009.0,    NaN,    don't wanna cry anymore,    kevin churko+jenna drey+scott leigh
    bratz: super babyz,2009.0,    NaN,    feel the pressure,    franz ferdinand
    the psychedelic furs: live from the house of blues,2001.0,    NaN,    pretty in pink,    john ashton+richard butler+tim butler+the psychedelic furs
    grand theft auto: san andreas,2004.0,    NaN,    ma foom bey,    eddie davis+winston jones+cultural vibe
    soulboy,2010.0,    NaN,    juke box jive,    the rubettes
    beau travail,1999.0,    NaN,    the rhythm of the night,    frisco vs corona
    une hirondelle a fait le printemps,2001.0,    NaN,    lullaby,    pink martini
    the doors,1991.0,    NaN,    time has come today,    joseph chambers+willie chambers+the chambers brothers
    my name is earl,2005.0,    monkeys in space (#,    time has come today,    joseph chambers+willie chambers+the chambers brothers
    yves saint laurent,2014.0,    NaN,    time has come today,    joseph chambers+willie chambers+the chambers brothers
    one warm line: the legacy of stan rogers,1989.0,    NaN,    fogarty's cove,    stan rogers
    teatro umberto,1958.0,    NaN,    'o ciucciariello,    roberto murolo+nino oliviero+musical film
    shinedown: live from the inside,2005.0,    NaN,    simple man (album version),    shinedown
    the worlds greatest tribute bands,2013.0,    bostyx (#,    blue collar man (long nights),    bostyx
    the passion: films  faith & fury,2006.0,    NaN,    i don't know how to love him,    tim rice+andrew lloyd webber+yvonne elliman
    jesus christ superstar,1973.0,    NaN,    i don't know how to love him,    yvonne elliman
    jeff buckley: goodbye and hello,2000.0,    NaN,    grace,    jeff buckley
    cold case,2003.0,    hubris (#,    wonderful (hot ac mix),    adam ant
    blonde ambition,2007.0,    NaN,    wonderful (hot ac mix),    adam ant+bonnie m hayes+marco pirroni
    woo,1998.0,    NaN,    push it,    hurby luv bug azor+ray davies+salt-n-pepa+arrangement with polygram film+tv music
    sounds of the ,2014.0,    sporting ,    push it,    salt-n-pepa
    the ,2005.0,    NaN,    push it,    hurby luv bug azor+ray davies+salt-n-pepa
    the ,1991.0,    NaN,    i could have danced all night,    frederick loewe+julie andrews
    stars ,2012.0,    NaN,    elle a les yeux revolver,    marc lavoine+fabrice aboulker+lio+jean-luc lahaye+sabrina salerno+d�but de soir�e+cookie dingler...
    neverland,2003.0,    NaN,    way to my heart,    danko jones
    the lonely ones,2006.0,    NaN,    your name on a grain of rice,    roger meade clyne+the peacemakers
    manhood,2003.0,    NaN,    charm light,    patti scialfa+arrangement with sony music licensing
    the dick clark show,1958.0,    (#,    i know where i'm goin',    dick wolf+randy starr+george hamilton iv
    mulatschag,2006.0,    (#,    break stuff,    limp bizkit
    dancing with the stars,2005.0,    round ten: final results (#,    jaleo,    ricky martin
    operaci�n triunfo,2001.0,    (#,    un vestido y un amor,    fito p�ez+leticia+ram�n
    the simpsons,1989.0,    saddlesore galactica (#,    you ain't seen nothing yet,    bachman-turner overdrive
    this beat goes on: canadian pop music in the ,2009.0,    NaN,    you ain't seen nothing yet,    randy bachman+bachman-turner overdrive
    standing still,2005.0,    NaN,    you ain't seen nothing yet,    randy bachman+bachman-turner overdrive
    holby city,2007.0,    secrets you keep (#,    saving my face (live acoustic version),    kt tunstall
    top of the pops,1964.0,    (,    ghetto child (remastered lp version),    the spinners
    six feet under,2003.0,    perfect circles (#,    a rush of blood to the head (live in sydney),    guy berryman+jon buckland+will champion+chris martin+coldplay
    the laundromat,1985.0,    NaN,    some day sweetheart,    alberta hunter
    the tennessee ernie ford show,1956.0,    mickey spillane (#,    happiness street,    tennessee ernie ford
    yotzim kavua,1981.0,    NaN,    why,    peter de angelis+robert p. marcucci+frankie avalon
    mission: impossible iii,2006.0,    NaN,    we are family (single version),    bernard edwards+nile rodgers+sister sledge+arrangement with warner music group film+tv licensing
    direktion city,1976.0,    ein gr�ner pudel (#,    we are family (single version),    sister sledge
    electric dreams,2009.0,    the ,    we are family (single version),    bernard edwards+nile rodgers+sister sledge
    dead end drive-in,2003.0,    NaN,    current stand,    scott carne+claude carranza+alistair coia+bruce curnow+craig harnath+kids in the kitchen
    greys anatomy,2010.0,    slow night  so long (#,    alive,    goldfrapp
    punks dead: slc punk ,2016.0,    NaN,    i will deny,    the dwarves
    from nashville with music,1969.0,    NaN,    white lightning,    george jones
    the blues,2003.0,    godfathers and sons (#,    born in chicago (lp version),    nick gravenites+paul butterfield blues band
