ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
5252,"gaming dell xps 15 touch 15.6"" laptop 4k ultra hd (3840 x 2160) 6th gen intel skylake core i7-6700hq (up to 3.5 ghz) 1tb ssd, 16gb ram bluetooth 4.1 nvidia geforce gtx 960m 2gb gddr5 windows 10 home,dell computers",, core i7 6700hq,3.5,intel,,16 gb,geforce gtx 960m,,15.6,,,3.9
5253,"2016 new edition lenovo 15.6-inch premium laptop, amd dual-core processor, 4gb memory, 500gb hard drive, hd led backlit display (1366 x 768), dvd burner, hdmi, vga, bluetooth, webcam, windows 10,lenovo,g50",lenovo laptop, amd e series,1.35,intel,windows 10,4 gb,amd radeon r5,500 gb,15.6,1366,768,5.5
5254,"newest lenovo premium 15.6-inch laptop - amd quad core a8 processor, 6gb ram,1tb hdd, webcam,wifi,bluetooth, media card reader, hdmi, windows 10,lenovo,:643380783592",lenovo,,,amd,windows 10,6 gb,,1 tb,15.6,1366,768,5.5
5255,"dell inspiron 15 5000 i5551-1668 15.6-inch laptop (intel pentium n3540, 4gb memory, 500gb hard drive, windows 10 home), black,dell",dell, pentium n3540,2.16,intel,windows 10,4 gb,intel hd graphics 5500,500 gb,15.6,,,7.2
5256,"lenovo all-in-one pc c440 (57315616) pentium g2030 (3.00 ghz) 4 gb ddr3 1 tb hdd 21.5'' touchscreen windows 8,lenovo",, pentium,3,intel,,4 gb,integrated_graphics,1 tb,,,,
5257,"2016 newest lenovo 15.6-inch business laptop pc, intel i3 processor, 4gb memory, 500gb hdd, led-backlit hd display, webcam, hdmi, bluetooth, windows 7, windows 10 professional,lenovo,lenovo b50",lenovo, intel core i3,1.7,intel,windows 7 professional/ windows 10 pro,4 gb,integrated_graphics,500 gb,15.6,,,4.7
5258,"acer travelmate b117-m-c0dk 11.6"" notebook, 4 gb ram, 32 gb ssd, intel hd graphics, black,acer,nx.vchaa.001",acer, intel celeron,1.6,intel,windows 10 pro 64-bit edition academic,4 gb,shared,32 gb,11.6,1366,768,4.4
5259,"acer travelmate tmb117-m-c578, celeron n3050, 2gb, 32 gb, win 10 pro,acer,nx.vchaa.002",acer, intel celeron,1.6,intel,windows 10,2 gb,intel hd graphics,32 gb,11.6,,,3.1
5260,"lenovo notebook 80ew02fkus ideapad b50-80 15.6inch core3205u 4gb 500gb windows10 retail,lenovo americas,b50-80 80ew02fkus",lenovo americas, intel celeron,1.5,intel 3205u dual-core,windows 10,4 gb,intel hd graphics,,15.6,1366,768,4.8
5261,"asus rog g752vt-rh71 17.3"" gaming laptop core i7 6700hq, 16 gb ddr4, 1 tb hdd, gtx 970m 3gb gddr5, win 10 + gaming bundle,mobile advance",mobile advance, intel core i7,2.6,intel,windows 10 (64bit),16 gb,geforce gtx 970m,1 tb,17.3,,,16.9
5262,"microsoft surface book tablet pc - 13.5"" - pixelsense - wireless lan - intel core i5 i5-6300u dual-core (2 core) 2.40 ghz - silver sv7-00001,microsoft,sv7-00001",,,,,,,,,,,,
5263,"microsoft surface book tablet pc - 13.5"" - pixelsense - wireless lan - intel core i7 i7-6600u dual-core (2 core) 2.60 ghz - silver sw6-00001,microsoft,sw6-00001",,,,,,,,,,,,
5264,"newest lenovo thinkpad high performance premium business laptop pc - 15.6"" hd touchscreen display, intel dual-core i5 processor up to 2.7ghz, 8gb ram, 500gb hdd, dvdrw, wlan, hdmi, webcam, windows 8.1,lenovo,lenovo e550ts",lenovo thinkpad, intel core i5,2.2,intel,windows 8.1 - 64 bit,8 gb,intel hd graphics 5500,500 gb,15.6,1366,768,5.2
5265,"craig electronics clp293-bk 14"" netbook (black),craig electronics,clp293-bk",craig electronics, a-series dual core a4,1.2,via,,8 gb,,285 gb,14,,,1
5266,"craig electronics clp293-rd 14"" netbook (red),craig electronics,clp293-rd",craig electronics, a-series dual core a4,1.2,via,android,8 gb,,285 gb,14,,,3.3
5267,"craig electronics clp293-bl 14"" netbook (blue),craig electronics,clp293-bl",craig electronics, a-series dual core a4,1.2,via,,8 gb,,285 gb,14,,,1
5268,"2016 newest premium dell inspiron 15 laptop (intel core i5-5200u up to 2.7ghz processor, 4gb ram, 1tb hdd, windows 10, 15.6"" hd backlit led screen, dvd+/-rw, hdmi, webcam, usb 3.0),dell computers,i3543-7000slv",,,,,,,,,,,,
5269,"lenovo ideapad 100 - 15.6"" laptop (intel core i5, 4 gb ram, 1tb hdd, windows 10) 80qq00jgus,dealfisher,80qq00jgus",lenovo, intel core i5,2.2,intel,windows 10,4 gb,integrated_graphics,1 tb,15.6,,,6
5270,"dell all-in-one computer optiplex 3240 (0tjk4) intel core i5 6500 (3.20 ghz) 8 gb ddr3l 500 gb hdd 21.5'' touchscreen windows 8.1 pro 64-bit (includes windows 10 pro license),dell computers",, intel core i5,3.2,intel,windows 10 professional,8 gb,integrated_graphics,500 gb,,,,
5271,"dell latitude lat3570-1971blk 15.6"" hd notebook (core i3-6100u, 4gb ram, 500gb hdd, windows 7 pro),d&h,cm5jn",dell, intel core i3,2.4,intel,windows 7 professional,4 gb,intel hd graphics 520 integrated,500 gb,15.6,1366,768,7.2
5272,"dell latitude late7270-1836blk 12.5"" hd ultrabook (intel core i7-6600u, 8gb ram, 256gb ssd, windows 7 pro),d&h,late72701836blk",dell, intel core i7,2.6,intel,windows 7 professional,8 gb,intel hd graphics 520,256 gb,12.5,1366,768,4.5
5273,"2016 newest dell latitude 14.1-inch business laptop windows 10 4gb ram 250 gb hard drive (refurbished),dell computers",dell, intel core 2 duo,2.2,intel,windows 10,4 gb,intel gma 4500mhd,250 gb,14.1,,,5
5274,"2016 newest hp premium high performance 17.3-inch hd+ laptop (amd a10-7300 quad-core 1.9 ghz, 6gb ddr3l, 1tb hdd, dvd rw, webcam, wifi, hdmi, windows 10 ) - black,hp-17,hp 17",hp, amd quad-core a10-7300,1.9,amd quad-core a10-7300,windows 10 home,6 gb,radeon r6,1000 gb,17.3,1600,900,6.2
5275,"lenovo g50 15.6"" touchscreen notebook, intel core i3-5020u, 4gb ram, 500gb hdd,lenovo,g50",lenovo, intel core i3,2.2,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,,,7
5276,"dell inspiron 15.6 inch laptop (intel dual core processor up to 2.16ghz, 4gb ddr3, 500gb hard drive, bluetooth, usb 3.0, hdmi, windows 10) (certified refurbished),dell computers",dell, intel celeron,1.6,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,,,6
5277,"dell inspiron 15.6 inch laptop (intel quad core processor up to 2.4ghz, 4gb ddr3, 500gb hard drive, bluetooth, usb 3.0, hdmi, windows 10) (certified refurbished),dell computers",dell, pentium,1.6,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,,,6
5278,"hp 15-series 15-ac121dx laptop, black, 15.6"",hp,4333215",hp,,2.1,intel,,,intel hd graphics 5500,1000 gb,15.6,,,4.7
5279,"asus rog g752vt (i7-6700hq, 16gb ram, 1tb hdd, nvidia gtx 970m 3gb, 17.3"" ips full hd, windows 10) gaming notebook,asus,g752vt-rh71",excaliberpc, intel core i7,2.6,intel,microsoft windows 10,16 gb,geforce gtx 970m,1 tb,17.3,1920,1080,8.8
5280,"dell latitude 14 7000 series (e7470),d&h,thtw7",dell, intel core i7,2.4,,"64-bit, windows 10 pro",8 gb,intel hd graphics 520,256 gb,14,1920,1080,5.7
5281,"newest hp 15.6"" premium high performance touchscreen laptop- intel pentium n3530 dual core processor, 4gb memory, 500gb hdd, dvd+rw, hdmi, webcam, wifi, win 8.1,black,hp,hp 15.6",hp, intel pentium dual-core,2.16,intel,windows 8.1,4 gb,integrated_graphics,500 gb,15.6,,,5
5282,"panasonic cf-54a2900bm cf-54 14"" laptop,panasonic,cf-54a2900bm",panasonic, intel core i5,2.3,intel,windows 8.1,16 gb,integrated_graphics,512 gb,14,1366,768,4.2
5283,"toshiba tecra ps463u-01l00l 14"" windows notebook 8 gb ram, 500 gb hdd, intel hd graphics 520, black,toshiba america information systems,ps463u-01l00l",toshiba, intel core i5,2.3,intel,windows 10 pro / windows 7 professional downgrade,8 gb,integrated_graphics,500 gb,14,,,5.9
5284,"toshiba portege a30-c1340 13.3"" notebook, 8 gb ram, 500 gb hdd, intel hd graphics 520, black (pt363u-05h00v),toshiba america information systems,pt363u-05h00v",toshiba, intel core i5,2.3,intel,windows 10 pro / windows 7 professional downgrade,8 gb,integrated_graphics,500 gb,13.3,1366,768,4.8
5285,"lenovo thinkpad w520 15.6in i7 2.0ghz 4gb 320gb win7pro64 webcam - microsoft authorized refurbisher (mar),lenovo,w520",itrenew lenovo, intel core i7,2,intel,windows 7 professional,4 gb,integrated_graphics,320 gb,15.6,,,6
5286,"dell latitude lat3160-1333blk 11.6"" hd touchscreen netbook (intel pentium, 4gb ram, 500gb hdd, windows 8.1 pro),d&h,lat3160-1333blk",dell, pentium,2.6,intel,windows 8.1 pro,4 gb,intel hd graphics,500 gb,11.6,,,3.3
5287,"aorus x7 pro v5-sl2, 17.3"" ips  skylake i7-6820hk 16gb ram 512gb nvme 1tb hdd win10 gaming laptop,ma labs,x7 pro v5-sl2",aorus, intel core i7,3.6,intel,windows 10,16 gb,nvidia geforce gtx 970m sli,1 tb,17.3,,,6.6
5288,"2016 newest toshiba radius premium high performance 14"" touch-screen flip convertible laptop, intel core i3 processor 2.1 ghz, 6gb memory, 500gb hd, no dvd, wifi, webcam, hdmi, windows 10,toshiba-radius-e,toshiba e series",toshiba, intel core i3,2.1,intel core i3-5015u,windows 10 home,6 gb,integrated_graphics,500 gb,14,1366,768,5
5289,"lenovo thinkpad t430 laptop - intel i5 3320m 2.6ghz, 4gb ddr3, 120gb ssd, windows 7 professional 64-bit, wifi (prepared by recircuit),lenovo",recircuit, intel core i5,2.6,intel,windows 7,4 gb,intel hd graphics 4000,120 gb,14,,,4.8
5290,"lenovo g70 17.3 inch laptop with 1tb hard drive (8gb ram, 2.40ghz intel core i7-5500u, windows 10),lenovo americas",lenovo americas, intel core i7,2.4,intel,windows 10,8 gb,intel hd graphics 5500,1 tb,,,,6.4
5291,"2016 newest dell inspiron 5000 premium high performance 15.6-inch hd touchscreen laptop, intel core i3 processor, 8gb ram, 1tb hdd, dvd±rw, hdmi, bluetooth, hd webcam, 802.11ac, windows 10- maxxaudio,dell computers,dell inspiron 15 5000",dell, intel core i3,1.9,intel core i3-4030u,windows 10,8 gb,integrated_graphics,1 tb,15.6,1366,768,5.5
5292,"dell inspiron 15 7000 series model 7568 black,dell computers,b01bhk1ql8",dell, intel core i3,2.3,intel,windows 10,4 gb,intel hd graphics 520,500 gb,15.6,,,
5293,"hp excess 13.3 x360 i3 4g 1t slv p1f08ua#aba,hp-consumer remarketing,13-s120ds x360",hp-consumer remarketing,,,,,4 gb,integrated_graphics,1 tb,13.3,,,3.7
5294,"2016 newest lenovo premium high performance 11.6"" laptop with one year office 365 license ( intel atom quad core processor, 2gb memory, 32gb flash memory, no dvd, wifi, webcam, windows 10 ) - red,lenovo-ideapad,lenovo-ideapad",lenovo ideapad, atom z3735f,1.33,intel® atomtm quad core processor z3735f,windows 10 home,2 gb,integrated_graphics,32 gb,11.6,1366,768,2.2
5295,"hp spectre x360 13.3in convertible laptop: core i7-6500u, wqhd touchscreen, 512gb ssd,hp,13-4195nr",hp,,,intel,windows 10,8 gb,intel hd graphics 520,512 gb,13.3,2560,1440,7.3
5296,"hp business v1p89ut 1040 g3 i5 6200u 14 8gb 128gb,hewlett packard,v1p89ut#aba",hp, intel core i5,2.3,intel,windows 7 professional,8 gb,shared,128 gb,14,1920,1080,5
5297,"hp business  elitebook 1040 g3 notebook pc (energy star) v1p90ut i5 6200u 14 8gb 256gb,hewlett packard,v1p90ut#aba",hp, intel core i5,2.3,intel,windows 7 professional,8 gb,,256 gb,14,,,5
5298,"hp business v1p91ut 1040 g3 i5 6300u 14 8gb 256gb,hewlett packard,v1p91ut#aba",hp, intel core i5,2.4,intel,windows 7 professional,8 gb,shared,256 gb,14,1920,1080,5
5299,"hp business v1p94ut 1040 g3 i7 6600u 14 8gb 256gb,hewlett packard,v1p94ut#aba",hp, intel core i7,2.6,intel,windows 7 professional,8 gb,integrated_graphics,256 gb,14,1920,1080,5
5300,"hp v1q05ut#aba commercial specialty zbk3 17"" i7 6820 1t 16gb w7 10 laptop,hewlett packard,v1q05ut#aba",hp, intel core i7,1.8,intel,windows 7 professional,16 gb,gddr5,1 tb,17.3,,,11.9
5301,"hp v1q06ut#aba commercial specialty zbk3 17"" i7 6700 512gb 16gb w7 10 laptop,hewlett packard,v1q06ut#aba",hp, intel core i7,1.8,intel,windows 7 professional,16 gb,gddr5,512 gb,17.3,1920,1080,11.8
5302,"hp business v2w21ut 1040 g3 i7 6600u 14 8gb 256gb,hewlett packard,v2w21ut#aba",hp, intel core i7,2.6,intel,windows 7 professional,8 gb,intel hd graphics 520,256 gb,14,1920,1080,5.1
5303,"hp business v2w23ut 1040 g3 i7 6600u 14 16gb 256gb,hewlett packard,v2w23ut#aba",hp, intel core i7,2.6,intel,windows 10 pro 64-bit edition,16 gb,shared,,14,2560,1440,5
5304,"2016 newest asus transformer book flip 11.6"" touch 2 in 1 laptop/tablet with 1-year office 365 personal (intel dual core up to 2.16 ghz, 2gb ddr3, 32gb emmc, 802.11ac, usb 3.0, bluetooth, windows 10),asus computers,:715407511614",asus, intel celeron,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,,,3
5305,"2016 newest hp 17.3-inch premium high performance laptop pc, amd quad-core a6-6310 processor, 4gb memory, 500gb hdd, supermulti dvd burner, webcam, wifi, hdmi, windows 10,hp,hp 17",hp, amd a series,2.4,amd,windows 10,4 gb,radeon r4,500 gb,17.3,,,6.2
5306,"hp black 15-f233wm 15.6"" laptop pc - intel celeron n3050 1.6ghz , 4gb , 500gb, black (certified refurbished),hp,15-f233wm",hp, intel celeron,1.6,intel,windows 10,4 gb,,500 gb,15.6,,,6.5
5307,"dell xps 13-9350 intel core i5-6200u x2 2.3ghz 8gb 256gb ssd 13.3'' (silver),dell computers,13-9350",dell, intel core i5,2.3,intel,windows 10,8 gb,intel hd graphics 520,256 gb,13.3,,,2.6
5308,"2016 newest dell inspiron 13 7000 series 13.3-inch ips touchscreen flagship premium laptop, intel core i5-6200u, 4gb, 500gb hdd, hdmi, win 10- silver,dell computers,:759754670037",dell, intel core i5,2.3,intel,win,4 gb,integrated_graphics,500 gb,13.3,,,3.7
5309,"toshiba tecra pt463u-01d009 14"" windows notebook 8 gb ram, 500 gb hdd, intel hd graphics 520, silver,toshiba america information systems,pt463u-01d009",toshiba, intel core i7,2.6,intel,windows 10 pro / windows 7 professional downgrade,8 gb,integrated_graphics,500 gb,14,,,0.3
5310,"dell precision m5510 fhd 1080p xeon e3-1505m 2.8ghz 32gb ram 512gb pcie ssd quadro m1000m 2gb win 10 pro,dell computers,wrtgh",dell, intel xeon,2.8,ibm,windows 10,16 gb,quadro,512 gb,15.6,,,3.9
5311,"dell xps 15 9550 touch 15.6"" 4k ultra hd (3840 x 2160) high performance laptop 6th gen intel skylake core i7-6700hq 1tb ssd, 32gb ram bluetooth 4.1 nvidia geforce gtx 960m 2gb win 10 home,dell computers",xps 15, intel core i7,3.5,intel skylake core i7-6700hq,windows 10 pro,32 gb,geforce gtx 960m,1 tb,15.6,,,7.6
5312,"2016 newest hp 15.6-inch premium high performance laptop pc, intel core i5 processor, hd led-backlit display, 6gb ram, 500gb hdd, supermulti dvd burner, webcam, hdmi, windows 10,hp,pavilion 15",hp, intel core i5,1.7,intel,windows 10,6 gb,integrated_graphics,1000 gb,15.6,,,4.7
5313,"gigabyte system gb-bxi5h-5200 bn core i5-5200u ddr3 2.5inch sata hd5500 barebone support windows 7 / windows 8.1 retail,gigabyte,gb-bxi5h-5200-bn",gigabyte, core i5-560m,2.2,intel,none,,integrated_graphics,,,,,2.6
5314,"hp 8gb (1 x 8gb) pc3l-12800 ddr3l-1600 sodimm for notebooks [pn: 693374-001 / 693374-005],micron,693374-001",,,,,,,,,,,,
5315,"newest apple ipad air 2 wifi 128gb with touch id fingerprint reader retina display space gray,apple computer,ipad air 2",apple,,2.4,,ios 8,1 gb,,128 gb,9.7,,,15.4
5316,"hp elitebook folio 9470m intel core i5-3437u x2 1.9ghz 8gb 180gb ssd 14'' win7pro (silver),hp,9470m",hp, intel core i5,1.9,intel,windows 7 professional,8 gb,intel hd graphics 4000,180 gb,14,,,3.6
5317,"dell xps 13-9350 intel core i5-6200u x2 2.3ghz 8gb 128gb ssd 13.3'' win10,dell computers",dell,,2.3,intel,windows 10,8 gb,intel hd graphics 520,128 gb,13.3,,,2.6
5318,"asus rog g752vy 17.3"" gaming laptop bundle - core i7-6700hq, 16gb memory, gtx980m 4gb ddr5, 1tb hdd, 128gb ssd, win 10 + gaming bundle,mobile advance",mobile advance, intel core i7,2.6,intel,windows 10 (64bit),16 gb,nvidia gtx980m 4gb gddr5,1 tb,17.3,,,18.6
5319,"dell latitude e7250 business ultrabook 12.5 inch touch fhd 1080p intel core i7-5600u 8gb ddr3l 256gb ssd webcam bluetooth windows 8.1 pro,dell computers,dell latitude e7250",dell,,,intel,windows 8 pro,8 gb,integrated_graphics,256 gb,12.5,1920,1080,2.8
5320,"hp spectre x360, 13.3 fhd touch led laptop, intel i7-6500, 256gb ssd,hp",hp, intel core i7,2.5,intel,win 10 home,8 gb,integrated_graphics,256 gb,13.3,,,3
5321,"2016 newest dell xps 13-9350 ultrabook laptop (13.3"" infinityedge display fhd 1080p, 6th gen intel skylake i5-6200u up to 2.8ghz, 8gb ram, 128gb sdd, bluetooth, windows 10) (certified refurbished),dell computers",dell, intel core i5,2.3,intel,windows 10,8 gb,integrated_graphics,128 gb,13.3,,,4.8
5322,"2016 newest acer aspire v 15 premium laptop pc, 15.6-inch full hd ips touchscreen, 6th gen skylake intel core i7-6500u 2.5ghz, 8gb ram, 1tb hdd, dvd±rw, backlit keyboard, hdmi, bluetooth, windows 10,acer,aspire v3",acer, intel core i7,2.5,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,1920,1080,5.3
5323,"hp v1p87ut#aba business 15.6"" 655 g2 a10-8700b 8gb 256gb laptop,hewlett packard,v1p87ut#aba",hp, a8-7100,1.8,amd,windows 7 professional,8 gb,radeon r6,256 gb,15.6,,,7.5
5324,"lenovo 20fq0033us ts x1 i5/8gb/256gb fd only laptop,lenovo,20fq0033us",lenovo, core i5-5200u,2.4,intel,windows 10,8 gb,intel graphics integrated,,14,1920,1080,8
5325,"lenovo thinkpad x1 yoga 20fq003vus 14"" ultrabook - intel core i7 (6th gen) i7-6600,lenovo americas,20fq003vus",lenovo americas,,,,"64-bit, windows 10 pro",16 gb,,512 gb,14,1920,1080,3
5326,"2017 newest signature edition dell inspiron i5559 15.6"" full hd (1920x1080) premium high performance touchscreen laptop, intel core i5-6200u, 8gb ram, 1tb hdd, intel realsense 3d camera, windows 10,dell computers,dell 5000",dell, intel core i5,2.3,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,1920,1080,7.5
5327,"new inspiron 17 5000 series 17.3-inch fhd truelife led-backlit touch display 6th gen intel skylake core i7-6500u processor 16gb ram 2tb hard drive amd radeon r5 m335 dvd drive bluetooth 4 windows 10,dell computers",dell, intel core i7,3.1,intel skylake core i7-6500u processor,windows 10 home,16 gb,,2 tb,17.3,,,6.2
5328,"2016 newest hp pavilion 15 flagship hd 15.6-inch laptop, intel core i5-5200u processor, 4gb ram, 1tb hdd, intel hd graphics 5500, dvd, hdmi, webcam-windows 10,hp,15-ac151dx",hp, intel core i5,2.2,intel core i5-5200u,windows 10,4 gb,integrated_graphics,1 tb,15.6,,,4.7
5329,"2016 newest dell inspiron 15 premium high performance touchscreen laptop ( intel i3-5005u 2.0 ghz, 4gb memory, 1tb hdd, dvd rw, wifi, webcam, bluetooth, hdmi, windows 10 ) - black,dell-inspiron-15,dell-inspiron-15",dell, core i3-5005u,2,intel core i3-5005u 2.00 ghz,windows 10 home,4 gb,integrated_graphics,1000 gb,15.6,1366,768,5.4
5330,"dell latitude d620 - 2gb ram - 2.00ghz,dell inc.,pp18l",dell, core 2 duo t7500,2,intel,none,2 gb,,,14.1,,,5
5331,"2016 newest acer aspire one 11.6 inch cloudbook with one year office 365 ( intel celeron n3050, 2gb memory, 32gb emmc, no dvd, webcam, wifi, hdmi, bluetooth, windows 10 ) - mineral gray,acer-cloudbook,cloudbook 32g",acer, celeron n3050,1.6,intel celeron n3050 1.60 ghz,"windows 10 home, 32-bit",2 gb,integrated_graphics,32 gb,11.6,1366,768,2.5
5332,"2016 newest dell inspiron 15 i5555 flagship premium 15.6-inch touchscreen laptop pc, amd a10-8700p 1.80 ghz up to 3.20 ghz, 8gb ram, 1tb hdd, webcam, bluetooth, hdmi, windows 10,dell computers,inspiron 15 i5555",dell, intel core i5,1.8,amd,windows 10,8 gb,radeon r6,1 tb,15.6,,,7.5
5333,"2016 newest acer aspire premium flagship 13.3"" wqhd touchscreen ultrabook laptop (intel core i7 up to 3.0 ghz processor, 8gb ram, 256gb ssd, usb 3.0, bluetooth, hdmi, windows 8.1/10, thin, 2.9lbs),acer,s7",aspire, intel core i7,1.8,intel,windows 8,8 gb,intel hd graphics,256 gb,13.3,1920,1080,6
5334,"lenovo flex 3 15.6-inch touchscreen laptop (core i7, 8 gb ram, 1 tb hdd, windows 10) 80r40007us,lenovo,80r40007us",lenovo,,,,,,nvidia geforce 940m,,15.6,,,7
5335,"dell 15.6"" touchscreen laptop pc, intel core i3-5005u 2.00 ghz, 4gb memory, windows 10,dell computers,inspiron i3543",dell, intel core i3,2,intel,windows 10,4 gb,integrated_graphics,1 tb,15.6,,,5.4
5336,"dell inspiron 15 i5555-2866slv 15.6-inch touchscreen laptop pc, amd a10-8700p 1.80 ghz, 8gb ddr3l ram, 1tb hdd, dvd±rw, radeon r6 graphics, windows 10,dell computers,i5555-2866slv",dell, intel core i5,1.8,amd,win 10,8 gb,radeon,1 tb,15.6,1366,768,5.3
5337,"2016 newest dell inspiron i3543 premium 15.6-inch touchscreen laptop pc, intel core i3-5005u 2.00 ghz, 4gb ddr3l ram, 1tb hdd, dvd±rw, hdmi, bluetooth, maxxaudio, windows 10,dell computers,inspiron i3543",dell, intel core i3,2,intel,windows 10,4 gb,integrated_graphics,1 tb,15.6,1366,768,5.4
5338,"asus zenbook ux305ua 13.3-inch laptop (6th generation intel core i5, 8gb ram, 256 gb ssd, windows 10), titanium gold,asus computers,ux305ua-as51",,,,,,,,,,,,2.9
5339,"aorus x5sv5-sl1,15.6"" uhd geforce gtx980m skylake i7-6700hq 16gb ram 256gb nvme 1tb hdd gaming notebook,ma labs,x5s v5-sl1",aorus, intel core i7,2.6,intel,windows 10,16 gb,geforce gtx 980m,256 gb,15.6,,,5.5
5340,"acer aspire one cloudbook nx.shjaa.001;ao1-431m-c1xd 14"" laptop,acer,nx.shjaa.001;ao1-431m-c1xd",acer, intel celeron,1.6,intel,windows 10,2 gb,intel hd graphics,32 gb,14,1366,768,3.5
5341,"lenovo  thinkpad x1 carbon 14-inch touchscreen ultra-thin laptop (intel core i7 up to 3.2 ghz, 8gb ram, 256gb ssd, fingerprint reader, wqhd ips,802.11ac, bluetooth, usb 3.0, windows 8.1),lenovo,x1",lenovo, intel core i7,2.6,intel,windows 8 pro,8 gb,integrated graphics,256 gb,14,1920,1080,4.4
