Title,Price,Currency,Sold by Newegg,Rating,Brand,Model,Color,CPU Type,CPU Speed,Number of Cores,Screen Size,Resolution,Touchscreen,Operating System,GPU/VPU,Graphic Type,SSD,HDD,Memory,Battery,Battery Life,Dimensions (W x D x H),Weight
"Lenovo Laptop ThinkPad T460P (20FW000TUS) Intel Core i7 6th Gen 6820HQ (2.70 GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 530 14.0"" Windows 7 Professional 64-bit (English) upgradable to Windows 10 Pro -",1601.78,USD,no,,Lenovo,T460P (20FW000TUS),Graphite Black,Intel Core i7 6th Gen,6820HQ (2.70 GHz),Quad-core Processor,"14.0""",1920 x 1080,,Windows 7 Professional 64-bit (English) upgradable to Windows 10 Pro,Intel HD Graphics 530,Integrated Card,512 GB,,16 GB DDR4,6-cell lithium ion,,"13.54"" x 9.41"" x 0.96""",6.6
"Lenovo 12.5"" 260 (20FD003RUS) Intel Core i5 6th Gen 6200U (2.30 GHz) Intel HD Graphics 520 8 GB Memory 180 GB SSD Windows 10 Pro 64-Bit Laptop -",1051.15,USD,no,,Lenovo,260 (20FD003RUS),Black,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"12.5""",1366 x 768,Yes,Windows 10 Pro 64-Bit,Intel HD Graphics 520,Integrated Card,180 GB,,8 GB,"4-cell battery, 44 Wh",,,
"Lenovo ThinkPad E570 20H50042US 15.6"" 16:9 Notebook - 1366 x 768 - Intel Core i3 (7th Gen) i3-7100U Dual-core (2 Core) 2.40 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 10 Pro 64-bit -",603.78,USD,yes,,Lenovo,,,Intel Core i3 7th Gen,2.40 GHz,,"15.6""",1366 x 768,No,Windows 10 Pro,HD Graphics 620,Integrated Card,No,500 GB,4 GB,4-cell lithium ion,7 Hour,,5.07 lb
"Lenovo ThinkPad T560 20FH001YUS 15.6"" (In-plane Switching (IPS) Technology) Notebooks - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Black -",1245.67,USD,no,,Lenovo,20FH001YUS,Black,Intel Core i5,2.40 GHz,,"15.6""",1920 x 1080,,Windows 7 Professional,HD Graphics 520,Integrated Card,180 GB,,8 GB,3-cell lithium ion,,,7.09
"Lenovo ThinkPad L560 20F1000XUS 15.6"" (Twisted nematic (TN)) Notebooks - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz -",824.92,USD,no,,Lenovo,,,Intel Core i5,2.40 GHz,,"15.6""",1366 x 768,,Windows 10 Pro,HD Graphics 520,Integrated Card,No,500 GB,4 GB,6-cell lithium ion,,,5.40 lb
"HP ProBook 650 G2 15.6"" 16:9 Notebook - 1366 x 768 - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz - 16 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel HD Graphics 520 D -",2646.86,USD,yes,,HP,,,Intel Core i7 6th Gen,2.60 GHz,,"15.6""",1366 x 768,No,Windows 10 Pro,HD Graphics 520,Integrated Card,256 GB,,16 GB,,,,
"Acer CB5-571-C4G4 15.6"" LED (ComfyView, In-plane Switching (IPS) Technology) Notebook - Intel Celeron 3205U Dual-core (2 Core) 1.50 GHz -",307.44,USD,no,,Acer,CB5-571-C4G4,,,1.50 GHz,,"15.6""",1920 x 1080,,Chrome OS,HD Graphics,Integrated Card,,,4 GB,4-cell,,,4.85 lb
"Lenovo ThinkPad Yoga 460 20EM001LUS 14"" (In-plane Switching (IPS) Technology) 2 in 1 Ultrabook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz -",1173.61,USD,no,,Lenovo,,,Intel Core i5 6th Gen,2.3 GHz,,"14.0""",1920 x 1080,,Windows 10 Pro,HD Graphics 520,Integrated Card,180 GB,,8 GB,,,,
"Lenovo ThinkPad T460 20FN002PUS 14"" Touchscreen (In-plane Switching (IPS) Technology) Notebooks - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Black -",1307.54,USD,no,,Lenovo,20FN002PUS,Black,Intel Core i5,2.40 GHz,,"14.0""",1920 x 1080,Yes,Windows 10 Pro,HD Graphics 520,Integrated Card,256 GB,,8 GB,3-cell lithium ion,,,3.79 lb
"HP Pavilion x2 12-b000 12-b017ca 12"" 3:2 2 in 1 Notebook - 1920 x 1280 Touchscreen - In-plane Switching (IPS) Technology - Intel Core M (6th Gen) m3-6Y30 Dual-core (2 Core) 2.20 GHz - 4 GB LPDDR3 -",520.84,USD,no,,HP,T6S97UA#ABL,Silver,Intel Core M,2.20 GHz,,"12.0""",1920 x 1280,Yes,Windows 10 Home,HD Graphics 515,Integrated Card,128 GB,,4 GB,,,,
"Lenovo ThinkPad E460 20ET004GUS 14"" (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - Graphite Black -",962.55,USD,no,,Lenovo,,Graphite Black,Intel Core i7 6th Gen,2.50 GHz,,"14.0""",1920 x 1080,No,Windows 10 Pro,Radeon R7 M360,Integrated Card,256 GB,,8 GB,6-cell lithium ion,9 Hour,,4.23 lb
"Lenovo 12.2"" Miix 510-12ISK (80U1006EUS) Intel Core i5 6th Gen 6200U (2.30 GHz) Intel HD Graphics 520 8 GB Memory 256 GB SSD Windows 10 Pro 64-Bit Laptop -",729.99,USD,yes,,Lenovo,Miix 510-12ISK (80U1006EUS),Black,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"12.2""",1920 x 1200,Yes,Windows 10 Pro 64-Bit,Intel HD Graphics 520,Integrated Card,256 GB,,8 GB DDR4,2-cell lithium ion,,"12.00"" x 8.60"" x 0.60""",2.78 lbs.
"Lenovo N22-20 80VH0004US 11.6"" (In-plane Switching (IPS) Technology) Chromebook - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - Business Black -",254.49,USD,yes,,Lenovo,80VH0004US,Business Black,Intel Celeron,1.60 GHz,,"11.6""",1366 x 768,,Chrome OS,HD Graphics 400,Integrated Card,,,2 GB,3-cell lithium ion,,,2.76 lb
"Acer Spin SP315-51-36J1 15.6"" LCD 16:9 Notebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - Intel Core i3 i3-6100U Dual-core (2 Core) 2.30 GHz - 4 GB DDR4 SDRAM - 500 GB HDD -",528.71,USD,no,,Acer,,,Intel Core i3,2.3 GHz,,"15.6""",1920 x 1080,Yes,Windows 10 Home,HD Graphics 520,Integrated Card,No,500 GB,4 GB,,,,
"Acer Spin SP513-51-395G 13.3"" LCD 16:9 Notebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - Intel Core i3 i3-6100U Dual-core (2 Core) 2.30 GHz - 4 GB DDR4 SDRAM - 128 GB SSD -",526.43,USD,yes,,Acer,NX.GK4AA.015,,Intel Core i3,2.3 GHz,,"13.3""",1920 x 1080,Yes,Windows 10 Home,HD Graphics 520,Integrated Card,128 GB,,4 GB,,,,
"Acer Spin SP315-51-508J 15.6"" LCD 16:9 Notebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - Intel Core i5 i5-6200U Dual-core (2 Core) 2.30 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - -",640.43,USD,no,,Acer,,,Intel Core i5,2.3 GHz,,"15.6""",1920 x 1080,Yes,Windows 10 Home,HD Graphics 520,Integrated Card,No,1 TB,8 GB,,,,
"Lenovo ThinkPad 20FQ000SUS Ultrabook/Tablet - 14"" - Wireless LAN - Intel Core i5 i5-6200U Dual-core (2 Core) 2.30 GHz -",1590.62,USD,no,,Lenovo,20FQ000SUS,,Intel Core i5,2.3 GHz,,,2560 x 1440,,Windows 10 Pro,,,,,8 GB,,,,2 - 2.9 lbs.
"Lenovo ThinkPad T460s (20F90076US) Ultrabook Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 180 GB SSD Intel HD Graphics 520 Shared memory 14"" Windows 7 Professional 64-Bit",1243.2,USD,no,,Lenovo,T460s (20F90076US),,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"14""",2560 x 1440,No,Windows 7 Professional 64-Bit (downgrade from Windows 10 Pro),Intel HD Graphics 520,Integrated Card,180 GB,,8 GB DDR4,3-cell (23Wh) + 3-cell (26Wh),,"13.03"" x 8.93"" x 0.67""-0.74""",3.00 lbs.
"Lenovo ThinkPad T460s 20F9004NUS 14"" (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-6300U Dual-core (2 Core) 2.40 GHz - Black -",1325.36,USD,no,,Lenovo,,Black,Intel Core i5,2.40 GHz,,"14.0""",1920 x 1080,,Windows 10 Pro,HD Graphics 520,Integrated Card,256 GB,,8 GB,3-cell lithium ion,,,
"Acer CB5-571-C1DZ Chromebook Intel Celeron 3205U (1.50 GHz) 4 GB Memory 16 GB SSD 15.6"" Chrome OS -",329.99,USD,no,,Acer,CB5-571-C1DZ,Linen White,Intel Celeron,3205U (1.50 GHz),Dual-core Processor,"15.6""",1920 x 1080,No,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,4 GB DDR3L,"4-Cell Lithium Ion Battery (3220 mAh, 48Whr)",Up to 9 Hour(s),"15.08"" x 9.65"" x 0.95""-0.97""",4.85 lbs.
"Acer R13 CB5-312T-K40U Chromebook MTK MT8173C (1.7 GHz) 4 GB LPDDR3 Memory 64 GB internal Storage 13.3"" Touchscreen Chrome OS -",429.99,USD,yes,,Acer,CB5-312T-K40U,Sparkly Silver,MTK,MT8173C (2.1 GHz),Quad-core Processor,"13.3""",1920 x 1080,Yes,Chrome OS,PowerVR GX6250,Integrated Card,,64 GB internal Storage,4 GB LPDDR3,3-cell Li-polymer (4670 mAh) Battery,Up to 12 Hours(s),"12.83"" x 8.98"" x 0.61""",3.28 lbs.
TS TP T560 8G 256 W10P,1244.47,USD,no,,Lenovo,T560 (20FH0043US),Black,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"15.6""",1920 x 1080,Yes,Windows 10 Pro 64-Bit,Intel HD Graphics 520,Integrated Card,256 GB,,8 GB DDR3L,3-cell (44Wh) + 3-cell (23Wh),,"14.98"" x 10.17"" x 0.88""",4.92 lbs.
"Lenovo ThinkPad T460 20FN0059US 14"" 16:9 Ultrabook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 8 GB DDR3L SDRA -",1218.35,USD,no,,Lenovo,20FN0059US,Black,Intel Core i5 6th Gen,2.3 GHz,,"14.0""",1920 x 1080,Yes,Windows 10 Pro,HD Graphics 520,Integrated Card,256 GB,,8 GB,,,,
"HP Laptop Stream 11 Pro G3 (X9V65UT#ABA) Intel Celeron N3060 (1.60 GHz) 4 GB Memory 64 GB SSD Intel HD Graphics 400 11.6"" Windows 10 Pro 64-Bit",299.99,USD,yes,,HP,11 Pro G3 (X9V65UT#ABA),,Intel Celeron,N3060 (1.60 GHz),Dual-core Processor,"11.6""",1366 x 768,,Windows 10 Pro 64-Bit,Intel HD Graphics 400,Integrated Card,64 GB,,4 GB DDR3L,"2-cell, 37.69 Wh Li-ion polymer",,"11.81"" x 8.09"" x 0.71""",2.57 lbs.
"Fujitsu SPFC-E736-002 Lifebook E736 - Core I5 6200U / 2.3 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 500 Gb Hdd - Dvd Supermulti - 13.3 Inch 1366 X 768 (Hd) - Hd Graphics 520 - Wi-Fi, Bluetooth - Kbd: Us",937.35,USD,yes,,Fujitsu,SPFC-E736-002,,,,,"13.3""",,,,,,,,,,,,
"ASUS Laptop P Series P2430UA-XH73 Intel Core i7 6th Gen 6500U (2.50 GHz) 8 GB DDR4 Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit (Upgradeable to Windows 10 Pro) -",819.99,USD,yes,,ASUS,P2430UA-XH73,,Intel Core i7 6th Gen,6500U (2.50 GHz),Dual-core Processor,"14.0""",1920 x 1080,No,Windows 7 Professional 64-Bit (Upgradeable to Windows 10 Pro),Intel HD Graphics 520,Integrated Card,256 GB,,8 GB DDR4,"56 WHrs, 3S2P, 6-cell Li-ion Battery Pack",,"13.40"" x 9.50"" x 0.90""",4.30 lbs.
"ASUS Laptop P Series P2430UA-XH53 Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB DDR4 Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit (Upgradeable to Windows 10 Pro) -",749.99,USD,yes,,ASUS,P2430UA-XH53,,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"14.0""",1366 x 768,No,Windows 7 Professional 64-Bit (Upgradeable to Windows 10 Pro),Intel HD Graphics 520,Integrated Card,256 GB,,8 GB DDR4,"56 WHrs, 3S2P, 6-cell Li-ion Battery Pack",,"13.40"" x 9.50"" x 0.90""",4.30 lbs.
"15.6"" AMD A6 7310 4GB 1TB Red -",413.34,USD,no,,DELL,,Red,AMD A-Series,2.00 GHz,,"15.6""",1366 x 768,,Windows 10 Home,Radeon R4 Graphics,Integrated Card,No,1 TB,4 GB,,,,
"15.6"" AMD A6 7310 4GB 1TB Prpl -",413.34,USD,no,,DELL,,Purple,AMD A-Series,2.00 GHz,,"15.6""",1366 x 768,,Windows 10 Home,Radeon R4 Graphics,Integrated Card,No,1 TB,4 GB,,,,
SMART BUY 1030 M5-6Y54 1.1G 8GB 256GB SSD 13.3IN BT W7 64BIT,1346.31,USD,yes,,,,,,,,"13.3""",,,,,Integrated Card,,,,,,,
"Acer Aspire E5-522-851P 15.6"" LCD 16:9 Notebook - 1366 x 768 - ComfyView - AMD A-Series A8-7410 Quad-core (4 Core) 2.20 GHz - 8 GB DDR3L SDRAM - 1 TB HDD - Windows 10 Home 64-bit - DVD-Writer - A -",367.22,USD,yes,,Acer,NX.MWHAA.009,,AMD A-Series,2.20 GHz,,"15.6""",1366 x 768,,Windows 10 Home,Radeon R5,Integrated Card,No,1 TB,8 GB,,,,
HP Stream 11 Pro G2 -,179.87,USD,no,,HP,X1X66U8#ABA,,Intel Celeron,1.60 GHz,,"11.6""",1366 x 768,No,Windows 10 Pro,HD Graphics,Integrated Card,,,2 GB,,,,
"ASUS Laptop Intel Celeron N3150 (1.60 GHz) 4 GB Memory 1 TB HDD Intel HD Graphics 14.0"" Windows 10 Home 64-Bit -",340.9,USD,no,,ASUS,90NB0B62-M02780,White,Intel Celeron,N3150 (1.60 GHz),Quad-core Processor,"14.0""",1366 x 768,,Windows 10 Home 64-Bit,Intel HD Graphics,Integrated Card,,1 TB,4 GB DDR3,"32 WHrs, 2S1P, 2-cell Li-ion Prismatic Battery Pack",,,
DIGITAL SIGNAGE 7IN ANDROID 4.4 -,279.67,USD,no,,,,,,,,"7""",,,,,Integrated Card,,,,,,,
"GIGABYTE 17.3"" P57Xv7-KL3 Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -",1796.78,USD,no,,GIGABYTE,P57Xv7-KL3,Aluminum Black,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,256 GB,1 TB,16 GB DDR4,Li-polymer 75.81 Wh,,"16.57"" x 11.46"" x 1.13""",6.61 lbs.
"HP Laptop EliteBook 840 G3 (Z2B08UT#ABA) Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 360 GB SSD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro) -",1314.11,USD,no,,HP,840 G3 (Z2B08UT#ABA),,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,"14.0""",1920 x 1080,No,Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro),Intel HD Graphics 520,Integrated Card,360 GB,,8 GB DDR4,"HP Long Life 3-cell, 46 Wh Li-ion",,"13.30"" x 9.30"" x 0.74""",3.27 lbs.
SMART BUY 1040 G3 I7-6600U 2.6G 8GB 256GB SSD 14IN W7 64BIT -,1710.16,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
SMART BUY 1040 G3 I5-6300U 2.4G 8GB 256GB SSD 14IN W7 64BIT -,1518.64,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
SMART BUY 1040 G3 I5-6200U 2.3G 8GB 256GB SSD 14IN BT W7 64BIT -,1308.29,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"HP X1X58UT Probook 11 G2 - Education Edition - Celeron 3855U / 1.6 Ghz - Win 10 Pro 64-Bit - 4 Gb Ram - 500 Gb Hdd - 11.6 Inch 1366 X 768 ( Hd ) - Hd Graphics 510 - Wi-Fi, Bluetooth",523.99,USD,yes,,,,,,,,,,,,,,,,,,,,
"HP Laptop 250 G5 250 G5 (X9U07UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 15.6"" Windows 10 Home 64-Bit -",492.14,USD,no,4,HP,250 G5 (X9U07UT#ABA),Aluminum,Intel Core i5 6th Gen,6200U (2.30 GHz),Dual-core Processor,"15.6""",1366 x 768,No,Windows 10 Home 64-Bit,Intel HD Graphics 520,Integrated Card,256 GB,,8 GB DDR4 2133,HP 4-Cell 41 Wh Li-Ion Battery,Up to 8 hours and 30 minutes,"15.13"" x 10.02"" x 0.96""",4.32 lbs.
"Acer NX.GKKAA.001;SF314-51-57Z3 14"" Traditional Laptop -",603.87,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"Lenovo ThinkPad X1 Carbon 20FCS0KN00 14"" (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Business Black -",1515.76,USD,no,,Lenovo,,Black,,2.40 GHz,,"14""",1920 x 1080,No,Windows 7 Professional Upgradable to Windows 10 Pro (English) Windows 7 Professional,HD Graphics 520,,256 GB,,8 GB,4-cell,,,2.65 lb
"HP Spectre Pro x360 G2 13.3"" 2 in 1 Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Convertible -",1999.99,USD,yes,,HP,,,Intel Core i5 6th Gen,2.40 GHz,,,,,Windows 10 Pro,HD Graphics 520,,256 GB,,8 GB,3-cell,,,
"Lenovo ThinkPad Yoga 11e 20GA001FUS 11.6"" 16:9 2 in 1 Netbook - 1366 x 768 Touchscreen - In-plane Switching (IPS) Technology - Intel Celeron N3160 Quad-core (4 Core) 1.60 GHz - 4 GB DDR3L SDRAM - 128 GB SSD - Windows 10 Pro 64-bit - Conv... -",549.99,USD,yes,,Lenovo,20GA001FUS,Graphite Black,Intel Celeron,1.60 GHz,,"11.6""",1366 x 768,Yes,Windows 10 Pro,HD Graphics 400,Integrated Card,128 GB,,4 GB,3-cell lithium ion,11.53 Hour,,3.50 lb
"Acer NX.GKBAA.007;SF314-51-71UU 14"" Traditional Laptop -",852.75,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"Acer Aspire ES1-533-C9D0 15.6"" Active Matrix TFT Color LCD Notebook - Intel Celeron N3350 Dual-core (2 Core) 1.10 GHz - 4 GB DDR3L SDRAM - 500 GB HDD - Windows 10 Home 64-bit - 1366 x 768 - Comfy -",312.38,USD,no,,Acer,,,Intel Celeron,1.10 GHz,,"15.6""",1366 x 768,,Windows 10 Home,,Integrated Card,No,500 GB,4 GB,,,,
"Acer Aspire E5-575-5253 15.6"" Active Matrix TFT Color LCD Notebook - Intel Core i5 (7th Gen) i5-7200U 2.50 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Home 64-bit - 1366 x 768 - Intel HD Graphi -",528.71,USD,no,,Acer,,,Intel Core i5,2.5 GHz,,"15.6""",1366 x 768,,Windows 10 Home,HD Graphics 620,Integrated Card,No,1 TB,8 GB,,,,
"HP ProBook 650 G3 - 15.6"" - Core i5 7200U - 4 GB RAM - 128 GB SSD -",888.0,USD,no,,Hewlett-Packard,1BR69UT#ABA,,,,,"15.6""",,,,,Integrated Card,,,,,,,6.7
"HP ProBook 640 G3 - 14"" - Core i5 7200U - 8 GB RAM - 256 GB SSD -",950.28,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"HP ProBook 650 G3 - 15.6"" - Core i7 7600U - 8 GB RAM - 256 GB SSD -",1227.76,USD,no,,Hewlett-Packard,1BS02UT#ABA,,,,,"15.6""",,,,,Integrated Card,,,,,,,6.7
"HP ProBook 650 G3 - 15.6"" - Core i5 7200U - 8 GB RAM - 256 GB SSD -",940.71,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP EliteBook 850 G4 - 15.6"" - Core i5 7200U - 8 GB RAM - 256 GB SSD -",1033.6,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP ProBook 645 G3 - 14"" - A series A8-9600B - 8 GB RAM - 500 GB HDD -",1588.56,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"HP ProBook 655 G3 - 15.6"" - A series A10 PRO-8730B - 8 GB RAM - 500 GB HDD -",797.11,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP ProBook 640 G3 - 14"" - Core i5 7200U - 8 GB RAM - 256 GB SSD -",1065.0,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
TOUGHBOOK CF 54 I5-6300U 2.4G -,1741.66,USD,no,,Panasonic,,,Intel Core i5,2.40 GHz,,"14.0""",1366 x 768,,Windows 10 Pro,HD Graphics 520,Integrated Card,No,500 GB,4 GB,,,,
"HP EliteBook 850 G4 - 15.6"" - Core i7 7600U - 16 GB RAM - 512 GB SSD -",1970.11,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP EliteBook 850 G4 - 15.6"" - Core i7 7600U - 16 GB RAM - 256 GB SSD -",1521.59,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP ZBook 15u G4 (1BS31UT#ABA) Mobile Workstation Intel Core i5 7th Gen 7200U (2.50 GHz) 4 GB Memory 500 GB HDD AMD FirePro W4190M 15.6"" Windows 10 Pro 64-Bit -",988.93,USD,no,,HP,15u G4 (1BS31UT#ABA),,Intel Core i5 7th Gen,7200U (2.50 GHz),Dual-core Processor,"15.6""",1920 x 1080,No,Windows 10 Pro 64-Bit,AMD FirePro W4190M,Dedicated Card,,500 GB,4 GB DDR4,HP Long Life 3-cell 51 Wh Li-ion,,"15.09"" x 10.10"" x 0.78""",4.18 lbs.
"HP ProBook 650 G3 - 15.6"" - Core i5 7200U - 4 GB RAM - 500 GB HDD -",797.19,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP EliteBook 850 G4 - 15.6"" - Core i7 7600U - 8 GB RAM - 256 GB SSD -",1558.67,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP EliteBook 850 G4 - 15.6"" - Core i7 7500U - 16 GB RAM - 512 GB SSD -",1750.04,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"HP EliteBook 840 G4 - 14"" - Core i7 7600U - 8 GB RAM - 256 GB SSD -",1596.94,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"Acer 15.6"" G9-593-71EH Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptops -",1999.98,USD,no,,Acer,G9-593-71EH,Black,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,256 GB,1 TB,16 GB DDR4,8-cell lithium ion,,,
"HP EliteBook 820 G4 - 12.5"" - Core i5 7200U - 8 GB RAM - 256 GB SSD -",1376.72,USD,no,,,,,,,,"12.5""",,,,,Integrated Card,,,,,,,
"HP ProBook 645 G3 - 14"" - A series A10 PRO-8730B - 8 GB RAM - 256 GB SSD -",940.71,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"HP EliteBook 820 G4 - 12.5"" - Core i5 7300U - 8 GB RAM - 256 GB SSD -",1405.44,USD,no,,,,,,,,"12.5""",,,,,Integrated Card,,,,,,,
"HP Mobile Thin Client mt42 - 14"" - A series A8 PRO-8600B - 8 GB RAM - 128 GB SSD -",801.78,USD,no,,,,,,,,"14.0""",,,,,Integrated Card,,,,,,,
"Lenovo ThinkPad X1 Yoga 20FQ005DUS 14"" Touchscreen (In-plane Switching (IPS) Technology) 2 in 1 Ultrabook - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz - Business Black -",2147.42,USD,no,,Lenovo,,Business Black,Intel Core i7,2.60 GHz,,"14.0""",2560 x 1440,,Windows 10 Pro,HD Graphics 520,,,,16 GB,4-cell lithium ion,,,3.31 lb
"ASUS Notebook GL502VS-WS71 15.6"" i7-7700HQ 16GB RAM 256GB SSD+1TB HDD GTX1070 -",1699.0,USD,no,,,,,,,,"15.6""",,,,,Integrated Card,,,,,,,
"ACER NT.L6LAA.002 Aspire SW5-012P-11L5 64 GB Net-tablet PC - 10.1"" - Wireless LAN - Intel Atom Z3735F 1.33 GHz - 2 GB RAM - Windows 8.1 Pro 32-bit - Hybrid - 1280 x 800 Multi-touch Screen Display -",321.55,USD,no,,,,,,,,,,,,,,,,,,,,
"Acer C740-C3P1-US Chromebook Intel Celeron 3205U (1.50 GHz) 2 GB DDR3L Memory 16 GB eMMC Intel HD Graphics 11.6"" ComfyView 1366 x 768 Chrome OS 64-Bit",218.18,USD,no,,Acer,C740-C3P1-US,,Intel Celeron,3205U (1.50 GHz),Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS 64-Bit,Intel HD Graphics,Integrated Card,16 GB eMMC,,2 GB DDR3L,3-cell lithium ion,,"11.30"" x 8.00"" x 0.80""",2.87 lbs.
"Acer Laptop Aspire R7-371T-59Q1 Intel Core i5 5th Gen 5200U (2.20 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 5500 13.3"" Touchscreen Windows 8.1 64-Bit -",839.99,USD,yes,,Acer,R7-371T-59Q1,,Intel Core i5 5th Gen,5200U (2.20 GHz),Dual-core Processor,"13.3""",1920 x 1080,Yes,Windows 8.1 64-Bit,Intel HD Graphics 5500,Integrated Card,256 GB,,8 GB DDR3,4-cell lithium ion,,"13.5"" x 9.1"" x 0.7""",3.31 lbs.
"Acer 11.6"" SW5-111-18DY Intel Atom Z3745 (1.33 GHz) Intel HD Graphics 2 GB Memory 64 GB SSD Windows 8.1 32-Bit 2-in-1 Tablet -",221.77,USD,no,,Acer,SW5-111-18DY,Silver,Intel Atom,Z3745 (1.33 GHz),Quad-core Processor,"11.6""",1366 x 768,Yes,Windows 8.1 32-Bit,Intel HD Graphics,Integrated Card,64 GB,,2 GB LPDDR3,3-cell lithium ion,Up to 7.5 hour(s),"11.73"" x 7.57"" x 0.42"" (Tablet)11.73"" x 8.09"" x 0.98"" (Tablet & Keyboard Dock)",1.68 lbs. (Tablet only)3.22 lbs. (Tablet & Keyboard)
