ASIN,Title,Price,Customer Reviews,Best Sellers Rank,Date First Available,Brand Name,Series,Item model number,Color,Processor,Processor Brand,Processor Count,Screen Size,Screen Resolution,Max Screen Resolution,Hardware Platform,Operating System,Graphics Coprocessor,Card Description,Graphics Card Ram Size,Chipset Brand,RAM,Computer Memory Type,Hard Drive,Hard Drive Interface,Hard Drive Rotational Speed,Battery Type,Average Battery Life (in hours),Product Dimensions,Item Weight
B0092H341O,"Dell Latitude E5530 469-3142 15.6 LED Notebook Intel Core i5-3210M 2.50 GHz 4GB DDR3 320GB HDD DVD-Writer Intel HD Graphics Bluetooth Windows 7 Professional,Dell Computers,e5530,993183",,4.0,"4,571","August 15, 2012",Dell,Latitude E5530,e5530,black,2.5 GHz Intel Core i5,Intel,4,15.6 inches,,1366 x 768,PC,Windows 7;,integrated_graphics,integrated,,intel,4 GB ddr3,DDR3 SDRAM,320 GB mechanical_hard_drive,,,,,19.5 x 16.2 x 8.1 inches,11.6 pounds
B0092H3DGA,"Panasonic Toughbook 19 CF-19AHUAG1M 10.1 LED Notebook Intel Core i5-2520M 2.50 GHz 4GB DDR3 320GB HDD Intel HD Graphics Bluetooth Windows 7 Professional,Panasonic",,,"1,512","August 26, 2012",Toughbook,,,,2.5 GHz Intel Core i5,Intel,2,10.4 inches,,,,Windows 7 Professional,integrated_graphics,integrated,,intel,4 GB ddr3,,320 GB mechanical_hard_drive,,,,,,
B00938CIGE,"Acer 11.6"" Aspire One 4GB 320GB Netbook | AO756-2868,Acer",,3.5,"10,898","August 28, 2012",Acer,Aspire,,Feather Blue,1.4 GHz Intel Celeron,Intel,2,11.6 inches,,,PC,Windows 7,Intel HD Graphics,integrated,,intel,4 GB DDR3 SDRAM,DDR3 SDRAM,320 GB,,5400 RPM,,,1 x 1 x 1 inches,1 pounds
B0093HMJGY,"8460P I5-2450M 2.5G 4GB 320GB DVDRW 14IN W7P 32BIT,hp,846939",,,"28,082","October 4, 2012",HP,,,,2.5 GHz Intel Core i5,Intel,,14 inches,,,,,AMD Radeon HD 6470M,,,,4 GB,,320 GB,,,,,,5 pounds
B00949O77U,"Toshiba Z935-P300 Portege Ultrabook 13.3"" Laptop - 4GB DDR3 Memory - 128GB SSD - Intel Core i5-3317U,Toshiba,PT234U-005005",,3.7,"9,537","August 31, 2012",Toshiba,Portege,PT234U-005005,Slate Grey/Magnesium Alloy,8032,,2,13.3 inches,,,,Windows 7 Home Premium,Intel HD Graphics,,,,ddr3,DDR3 SDRAM,flash_memory_solid_state,,,,4 hours,13.8 x 12.8 x 1.5 inches,2.5 pounds
B0094KFSZY,"Dell Latitude E6320 Laptop - i5 - 250gb HD - DVD-RW,Dell Computers,6320-I5-25-4-25-P-RF",,4.5,"1,328","August 31, 2012",Dell,E6320,6320-I5-25-4-25-P-RF,black,2.3 GHz Intel Core i5,Intel Core I5,,13.3 inches,,,PC,Windows 7,Intel HD Graphics 3000,,,,4 GB SDRAM DDR3,DDR3 SDRAM,250 GB mechanical_hard_drive,Serial ATA,,battery_type_lithium_ion,,16 x 2 x 14 inches,8 pounds
B0096VBXQE,"Apple MacBook Pro ME865LL/A 13.3-Inch Laptop with Retina Display (OLD VERSION),Apple Computer,ME865LL/A",,4.4,881,"October 22, 2013",Apple,Apple,ME865LL/A,Silver,2.4 GHz Intel Core i5,Intel Core I5,1,13 inches,2560 x 1600,2560 x 1600 pixels,Mac,Mac OS X 10.10 or OS X 10.9,Intel Iris Graphics,,,intel,8 GB DDR3L,SDRAM,256 GB mechanical_hard_drive,ATA-2,,Lithium Polymer (LiPo),18 hours,8.6 x 12.3 x 0.7 inches,3.5 pounds
B0096VCHMI,"Apple MacBook Pro ME866LL/A 13.3-Inch Laptop with Retina Display (OLD VERSION),Apple Computer,ME866LL/A",,4.3,"2,956","October 22, 2013",Apple,MacBook Pro,ME866LL/A,Silver,2.6 GHz Intel Core i5,Intel,1,13.3 inches,2560 x 1600,2560 x 1600 pixels,Mac,Mac OS x mavericks,Intel Iris Graphics,integrated,,intel,8 GB DDR3L,SDRAM,512 GB SSD,ATAPI,,Lithium Polymer (LiPo),11 hours,8.6 x 12.3 x 0.7 inches,3.5 pounds
B0096VCUG6,"Apple MacBook Pro ME293LL/A 15.4-Inch Laptop with Retina Display (OLD VERSION),Apple Computer,ME293LL/A",,4.3,"1,494","October 22, 2013",Apple,"MacBook Pro 15.4"" Retina",ME293LL/A,Silver,2 GHz Intel Core i7,Intel Core I7,1,15.4 inches,2880 x 1800,2880x1800 pixels,Mac,Mac OS X Mavericks,Intel Iris Graphics,integrated,,intel,8 GB DDR3L,SDRAM,256 GB mechanical_hard_drive,Serial ATA,,Lithium Polymer (LiPo),8 hours,14.1 x 9.7 x 0.7 inches,4.5 pounds
B0096VD85I,"Apple MacBook Pro ME294LL/A 15.4-Inch Laptop with Retina Display (OLD VERSION),Apple Computer,ME294LL/A",,4.4,888,"October 22, 2013",Apple,Apple,ME294LL/A,Silver,2.3 GHz Intel Core i7,Intel Core I7,1,15.4 inches,2880 x 1800,2880x1800 pixels,Mac,Mac OS X Mavericks,NVIDIA GeForce GT 750M,dedicated,2048 MB,nvidia,2 GB DDR3L,SDRAM,512 GB mechanical_hard_drive,Serial ATA,,Lithium Polymer (LiPo),8 hours,9.7 x 14.1 x 0.7 inches,4.5 pounds
B0096VE096,"Apple MacBook Pro MGX82LL/A 13.3-Inch Laptop with Retina Display (OLD VERSION),Apple Computer,MGX82LL/A","1,500.00",4.5,"2,094","July 29, 2014",Apple,MGX82LL/A,MGX82LL/A,Silver,2.6 GHz Intel Core i5,Intel,1,13.3 inches,2560 x 1600,2560x1600 pixels,Mac,OS X Mavericks,Intel Iris Graphics,,,intel,8 GB DDR3L,SDRAM,256 GB SSD,Solid State,,Lithium Polymer (LiPo),9 hours,8.6 x 12.3 x 0.7 inches,3.5 pounds
B0098ZUFUI,"HP Consumer Refurbished Pavilion m6-1045dx 15.6"" Entertainment Notebook PC,HP Consumer Refurbished,M6-1045DX,9849798",,4.0,"11,486","September 1, 2012",HP,M6-1045DX,M6-1045DX,silver,2.5 GHz Intel Core i5,Intel,1,15.6 inches,1366_x_768,1366x766,PC,Windows 7;,integrated_graphics,integrated,,intel,8 MB DIMM,DDR3 SDRAM,750 GB,Serial ATA,5400 RPM,,,14.9 x 0.9 x 9.9 inches,8 pounds
B00991ZKFQ,"HP 14"" Butterfly Blossom G4-2149se Designed Laptop Windows 7 Home Premium,hp",,3.8,"6,598",,,,,,,,,,,,,,,,,,,,,,,,,,
B009A178GE,"HP Envy dv7-7240us 17.3-Inch Laptop (2.5 GHz Intel Core i5-3210M Processor, 8GB DDR3, 750GB HDD, Windows 8) Midnight Black,hp,dv7-7240us",,3.2,"6,466","October 12, 2012",HP,Laptop,dv7-7240us,Midnight Black,2.5 GHz Intel Core i5,Intel,2,17.3 inches,1600 x 900,1600 x 900 pixels,PC,Windows 8;,Intel HD Graphics 4000,integrated,1650 MB,,8 GB DDR3,DDR3 SDRAM,750 GB mechanical_hard_drive,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),,16.4 x 10.8 x 1.4 inches,6.9 pounds
B009A17B3Y,"HP 2000-2b10NR 15.6-Inch Laptop,hp,2000-2b10NR",,4.2,"5,771","October 12, 2012",HP,Laptop,2000-2b10NR,Black,1.4 GHz Celeron E1200,AMD,,15.6 inches,,1366x768,PC,Windows 8;,AMD Radeon HD 7310,dedicated,,amd,4 GB DIMM,DIMM,320 GB,,,,,3.1 x 18.9 x 13.6 inches,7.2 pounds
B009A17BCU,"HP 2000-2b20NR 15.6-Inch Laptop,hp,2000-2b20NR",,3.7,"5,394","October 12, 2012",HP,Laptop,2000-2b20NR,Black,2.4 GHz Pentium,Intel,2,15.6 inches,1366 x 768,1366x768,PC,Windows 8;,Intel HD Graphics 2000,integrated,,intel,4 GB DIMM,DIMM,500 GB,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),,3.1 x 18.9 x 13.6 inches,7.2 pounds
B009A8KZMG,"Gateway NE51B10u 15.6-Inch Laptop (1.3 GHz AMD E-300 Processor, 4GB DDR3, 320GB HDD, Windows 8) Satin Black,Gateway,NE51B10u",389.95,3.2,"6,070","October 12, 2012",Gateway,NE51B,NE51B10u,Black,1.3 GHz AMD E Series,AMD,2,15.6 inches,,1366 x 768 pixels,,Windows 8;,AMD Radeon HD 6310 Graphics,dedicated,256 MB,amd,4 GB SDRAM,SDRAM,320 GB SATA,,5400 RPM,,5 hours,15 x 10 x 1.3 inches,5.5 pounds
B009AANCKG,"Acer Aspire One AO756-2641 11.6-Inch Laptop (1.1 GHz Intel Celeron Processor 847, 2GB DDR3, 320GB HDD, Windows 8) Ash Black,Acer,AO756-2641",,3.6,"3,843","October 12, 2012",Acer,AO756,AO756-2641,Black,1.1 GHz Intel Celeron,Intel celeron,2,11.6 inches,1366 x 768,1366x768,,Windows 8;,Intel HD Graphics,integrated,128 MB,intel,2 GB SDRAM,SDRAM,320 GB SATA,,5400 RPM,Lithium-Ion (Li-Ion),4 hours,11.2 x 8 x 1.1 inches,3 pounds
B009AANCLK,"Acer Aspire One AO756-2626 11.6-Inch Laptop (1.1 GHz Intel Celeron Processor 847, 4GB DDR3, 320GB HDD, Windows 8) Ash Black,Acer,AO756-2626",,3.5,"5,062","October 12, 2012",Acer,AO756,AO756-2626,Black,1.1 GHz Intel Celeron,Intel,,11.6 inches,,1366 x 768 pixels,,Windows 8;,Intel HD Graphics,integrated,128 MB,intel,4 GB SDRAM,SDRAM,320 GB SATA,,5400 RPM,,4 hours,11.2 x 8 x 1.1 inches,3 pounds
B009AEVMH2,"ASUS S56 15-Inch Laptop [OLD VERSION],Asus,S56CA-DH51",,3.9,"4,143","September 13, 2012",Asus,S56CA,S56CA-DH51,Black,1.7 GHz Intel Core i5,Intel Core I5,2,15 inches,1366 x 768,1366x768,PC,Windows 8;,Intel HD Graphics 4000,integrated,,intel,6 GB DDR3,DDR3 SDRAM,750 GB flash_memory_solid_state,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),,14.9 x 10.5 x 0.8 inches,5.1 pounds
B009AEYDZA,"ASUS UX31 13-Inch Laptop [2012 model],Asus,UX31A-DH51",889.00,4.0,"4,296","September 13, 2012",Asus,UX31A,UX31A-DH51,Silver Aluminum,1.7 GHz Intel Core i5,Intel Core I5,2,13.3 inches,1920 x 1080,1920x1080,PC,Windows 8;,Intel GMA HD,,,,4 GB DDR3,DDR3 SDRAM,128 GB flash_memory_solid_state,Serial ATA,,Polymer,,12.9 x 8.9 x 0.3 inches,2.9 pounds
B009AEYEVS,"Asus Zenbook UX31A-DH71 Ultrabook-  13.3"" Full HD Display, Intel Dual-Core Processor i7-3517u 1.9GHz, 4GB Memory, 256G SSD, Windows 8,Asus,UX31A-DH71",669.00,3.8,"1,710","September 13, 2012",Asus,UX31A,UX31A-DH71,Silver Aluminum,1.9 GHz Core i7-3517U,Intel Core I7,2,13.3 inches,1920 x 1080,1920x1080,PC,Windows 8;,Intel GMA HD,,,Intel,4 GB DDR3,DDR3 SDRAM,flash_memory_solid_state,Serial ATA,,Lithium Polymer (LiPo),,12.9 x 8.9 x 0.3 inches,2.9 pounds
B009AF6DHU,"ASUS R503U-RH21 Laptop Computer,4GB Memory, 500GB Hard Drive, 15.6"", Windows 8,Asus,R503U-RH21",,3.0,"8,060","September 13, 2012",Asus,ASUS R503U-RH21,R503U-RH21,Black,1.7 GHz AMD E Series,AMD,1,15.6 inches,,,PC,Windows 8;,AMD Radeon HD 7340G,dedicated,,,4 MB DDR3 SDRAM,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,,,15.1 x 10.1 x 1.4 inches,7.8 pounds
B009AF6E9W,"ASUS R704A-RH51 17.3 Inch Notebook PC Intel Core i5 4GB Memory 750GB HDD, Windows 8 64-bit Edition, Black,Asus,R704ARH51",,3.7,"11,611",,,,,,,,,,,,,,,,,,,,,,,,,,
B009AU2IA6,"HP Envy 6-1110us 15.6-Inch Sleekbook (Black),hp,6-1110us",,3.2,"5,650","October 12, 2012",HP,Envy,6-1110us,Black,1.6 GHz AMD A Series,AMD,4,15.6 inches,1366 x 768,1366x768,PC,Windows 8;,AMD Radeon HD 7600 G,dedicated,2029 MB,amd,4 GB DDR3,DDR3 SDRAM,500 GB HP ProtectSmart Hard Drive Protection,Serial ATA,5400 RPM,Lithium Polymer (LiPo),,3.1 x 20.4 x 13.6 inches,4.5 pounds
B009AU2ICY,"HP Pavilion 14-b010us 14-Inch Laptop Sleekbook (Black),hp,14-b010us",,3.2,"5,658","October 30, 2012",HP,Pavilion,14-b010us,Black,1.5 GHz Intel Core i3,Intel Core i3,2,14 inches,,1366x768,PC,Windows 8;,Intel HD graphics 3000,integrated,1664 MB,intel,4 GB DDR3,DDR3 SDRAM,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,,,3.1 x 20 x 13.6 inches,5.8 pounds
B009AU2JT6,"HP ENVY 13-2150nr Spectre XT 13.3"" Ultrabook (Silver),hp,13-2150nr",,3.7,"6,042","October 26, 2012",HP,Hewlett Packard,13-2150nr,Black,2.6 GHz Intel Core i5,Intel,2,13.3 inches,1366 x 768,1366 x 768 pixels,PC,Windows 8;,Intel HD graphics 4000,integrated,,intel,4 GB DDR3,DDR3 SDRAM,solid-state drive(,Serial ATA,128 RPM,Lithium-Ion (Li-Ion),,8.8 x 0.7 x 12.4 inches,3.1 pounds
B009CQNPYQ,"Acer Aspire V5-571P-6642 15.6-Inch Touch Screen Laptop (1.7 GHz Intel Core i5-3317U Processor, 6GB DDR3, 500GB HDD, Windows 8) Silky Silver,Acer,V5-571P-6642",,3.6,"3,921","October 12, 2012",Acer,Aspire V5,V5-571P-6642,Silky Siver,1.7 GHz Intel Core i5,Intel Core I5,1,15.6 inches,1366 x 768,1366x768,PC,Windows 8,Intel HD Graphics 4000,integrated,128 MB,Intel,6 GB SDRAM,SDRAM,500 GB SATA,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),5 hours,15 x 10 x 1 inches,5.3 pounds
B009DLHVEK,"Apple MacBook Pro 13"" Inch / 2.70-3.60GHz Core i7 / 3520M / 8GB or 16GB RAM / 750GB SATA HDD,MacBook Pro,A1278",,5.0,"7,084","August 5, 2013",Apple,MacBook Pro,A1278,Silver,3.6 GHz Intel Core i7,Intel,,13 inches,,1280 x 800,Mac,Mac OS X,Intel HD Graphics 4000,,,,16 GB,,750 GB mechanical_hard_drive,,,,,,
B009DSO9WK,"Apple MacBook Pro MD831LL/A 15.4"" Laptop with Retina Display 2.70 GHz, 16 GB, 768 fLASH STORAGE,Apple Computer,A1398",,3.0,"6,001","September 20, 2012",Apple,MD831LL/A,A1398,Aluminum,Intel Core i7,Apple,,15.4 inches,,2560 x 1600,Mac,Mac OS X,integrated_graphics,integrated,,intel,16 GB ddr3,DDR3 SDRAM,750 GB flash_memory_solid_state,"Ethernet 100Base-T, PC Card",,,7 hours,15.4 x 1 x 10 inches,5 pounds
B009E9KKGW,"Acer Aspire S3-391-6616 13-Inch Ultrabook (Intel i3-2377M Core Processor, Windows 7 Home Premium),Acer,NX.M1FAA.004",499.00,2.9,"3,951","September 20, 2012",Acer,Aspire,NX.M1FAA.004,Beige,1.4 GHz Intel Core i3,Intel Core i3,2,13.3 inches,,,,Windows 7;,,,,,4 GB,,320 GB flash_memory_solid_state,,,,,8.6 x 12.7 x 0.7 inches,3 pounds
B009E9VGXI,"Asus UltraBook Windows 7 K55A-RBR6 Intel Core i5-2450M 2.5GHz 6GB DDR3 750GB DVD+/-RW 15.6"" LED Aluminum Construction,Asus,K55A-RBR6",,2.5,"12,280",,,,,,,,,,,,,,,,,,,,,,,,,,
B009ECKZFA,"Toshiba Portege Z930-S9301 Intel Core i5 3427U 1.8GHz Notebook - 4GB RAM, 128GB SSD, 13.3"" Widescreen Widescreen display, Intel HD Graphics 4000, Gigabit Ethernet, Bluetooth, 802.11n, 8-cell Li-ion, Ultimate Silver,Toshiba,PT235U-006002",,3.3,"15,056",,,,,,,,,,,,,,,,,,,,,,,,,,
B009F0YFIE,"Panasonic CF-30FDSAAAM Toughbook 30 13.3"" C2D L7500 1.6GHz 1GB 80GB XP Pro,Panasonic,CF-30FDSAAAM",,3.0,"5,344","October 2, 2012",Toughbook,CF-30FDSAAAM,CF-30FDSAAAM,,1.6 GHz Intel Core 2 Duo Mobile,Intel,2,13 inches,,,PC,Windows Xp,,,,,2 GB,,80 GB,,,,,18 x 16 x 6 inches,18 pounds
B009F1JL5A,"ASUS S400CA-DH51 14-Inch TouchScreen Laptop,Asus,S400CA-DH51T",749.99,3.5,"3,301","October 12, 2012",Asus,Asus,S400CA-DH51T,Black,1.7 GHz Intel Core i5,Intel Core I5,2,14.1 inches,1366 x 768,1366x768,PC,Windows 8;,Intel HD Graphics 4000,integrated,,,4 GB DDR3,DDR3 SDRAM,500 GB hybrid_drive,Serial ATA,5400 RPM,Li-Ion polymer,5.5 hours,13.3 x 0.8 x 9.4 inches,4 pounds
B009F1QOB4,"Dell Latitude E6400 Core 2 Duo P8600 2.4GHz 2GB 120GB CDRW/DVD 14.1"" Laptop Windows 7 Professional w/6-Cell Battery,Dell Computers",,,"21,157","September 21, 2012",Dell,,,,2.4 GHz Intel Core 2 Duo,Intel,2,14.1 inches,,,,Windows 7;,NVIDIA Quadro NVS 160M,,,,2 GB ddr2,,120 GB,,,,,,
B009FMPI38,"Dell Latitude E6500 Core 2 Duo 160GB Notebook,Dell Computers,E6500",,3.2,"3,899","September 23, 2012",Latitude,LATITUDE,E6500,BLACK,2.8 GHz Intel Core 2 Duo,Intel,,15.4 inches,1280 x 800,,PC,Windows 7;,NVIDIA Quadro,dedicated,,nvidia,SDRAM DDR2,DDR2 SDRAM,160 GB mechanical_hard_drive,Serial ATA-150,,,,16 x 14 x 3 inches,5.2 pounds
B009FX7BDM,"Alienware M14x R2 AM14RX2-7222BK 14-Inch Laptop [Discontinued By Manufacturer],Dell Computers,AM14RX2-7222BK",,3.6,"2,181","October 12, 2012",Alienware,Alienware M14x R2,AM14RX2-7222BK,Black,3.1 GHz Intel Core i5,Intel Core I5,8,14 inches,1366_x_768,1600x900,Windows,Windows 8;,Intel HD Graphics,integrated,,,6 GB DDR3,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,7200 RPM,,,19.3 x 5.3 x 14.2 inches,10.8 pounds
B009FX7BWS,"Dell XPS XPS15-9062sLV 15-Inch Laptop [Discontinued By Manufacturer],Dell Computers,XPS15-9062sLV",,3.0,"10,245","October 12, 2012",Dell,XPS 15,XPS15-9062sLV,,2.2 GHz Intel Core i7,AMD A-Series,,15 inches,,1920x1080,PC,Windows 8;,NVIDIA GeForce GT 640M,dedicated,,,8 GB DDR3,DDR3 SDRAM,750 GB flash_memory_solid_state,Serial ATA,7200 RPM,,,19.3 x 5.3 x 14.2 inches,10.5 pounds
B009FX7CFE,"Dell Inspiron i14z-1000sLV 14-Inch Ultrabook (Moon Silver) [Discontinued By Manufacturer],Dell Computers,i14z-1000sLV",579.99,3.0,"8,051","October 12, 2012",Dell,Inspiron 14z,i14z-1000sLV,Moon Silver,1.8 GHz Intel Core i3,Intel Core i3,,14 inches,,1366x768,PC,Windows 8;,Intel HD Graphics 4000,integrated,,,6 GB DDR3,DDR3 SDRAM,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,,,19.1 x 3.8 x 12.6 inches,7 pounds
B009GP85RA,"Gateway NV Series NV52L06U 15.6"" Laptop (2.6GHz AMD A6-4400M Processor, 4GB RAM, 500GB Hard Drive, DVD-Writer,  Windows 7 Home Premium) Glossy Red,Gateway",,3.0,"8,376","September 25, 2012",Gateway,GLOSSY RED,,Blue,2.6 GHz,AMD A6,,15.6 inches,,,PC,Windows 7;,,,,,4 GB SDRAM DDR3,DDR3 SDRAM,500 GB,Serial ATA,,,,16 x 14.9 x 3.2 inches,8.2 pounds
B009GPG0JU,"Sony SVE14118FXW Sony VAIOO SVE14118FXW Laptop,Sony",,5.0,"13,891","September 25, 2012",Sony,Sony Vaio,,White,2.5 GHz Intel Core i5,Intel,2,14 inches,1366 x 768,,PC,Windows 7 Home Premium,Intel Graphics Integrated,integrated,,,8 GB,SDRAM,750 GB,Serial ATA,,,15 hours,9.6 x 13.6 x 1.4 inches,5.3 pounds
B009H8MBE4,"Panasonic Toughbook CF-52VAABY1M 15.4-Inch Laptop (Silver),Panasonic,CF-52VAABY1M",,3.0,"12,788","September 26, 2012",Panasonic,Toughbook,CF-52VAABY1M,Silver,2.8 GHz Intel Core i5,Intel,2,15.4 inches,1920 x 1200,1920 x 1200 pixels,PC,Windows 7;,AMD Radeon HD 7750M,dedicated,512 MB,"ATI, Intel",4 GB DDR3L SDRAM,DDR3 SDRAM,500 GB,,7200 RPM,Lithium-Ion (Li-Ion),4 hours,1 x 1 x 1 inches,1 pounds
B009H8RFA4,"MSI Computer Corp. Notebook GT70 0NC-494US;9S7-176212-494 17.3-Inch Laptop,MSI COMPUTER,GT70 0NC-494US;9S7-176212-494",,3.4,"10,987","September 26, 2012",MSI,Notebook,GT70 0NC-494US;9S7-176212-494,Black,2.4 GHz Intel Core i7,Intel,4,17.3 inches,1920 x 1080,1600 x 900 pixels,PC,Windows 8;,NVIDIA GeForce GTX670MX,dedicated,3000 MB,"Intel, NVIDIA",12 GB DDR3,DDR3 SDRAM,750 GB SATA,Serial ATA,7200 RPM,,,19 x 14.2 x 6.3 inches,8.6 pounds
B009HPGLHU,"Sony VAIO E15 Series SVE15122CXB 15.5-Inch Laptop (Black),Sony,SVE15122CXB",,3.8,"10,850",,,,,,,,,,,,,,,,,,,,,,,,,,
B009HPGMYC,"Sony VAIO E14 Series SVE14126CXB 14-Inch Laptop (Black),Sony,SVE14126CXB",,3.6,"11,219","October 12, 2012",Sony,VAIO E14 Series Laptop,SVE14126CXB,Black,2.5 GHz Intel Core i5,Intel,2,14 inches,1366 x 768,1366 pixels,PC,Windows 8;,Intel HD Graphics 4000,integrated,,intel,6 GB DDR3,DDR3 SDRAM,750 GB mechanical_hard_drive,Serial ATA,5400 RPM,,,9.6 x 13.5 x 1 inches,5.3 pounds
B009HPGN00,"HP Pavilion DM1-4310nr 11.6"" Laptop (T-Mobile 4G),hp,DM1-4310nr",458.00,3.5,"6,369","October 12, 2012",HP,Pavilion,DM1-4310nr,Black,1.7 GHz AMD E Series,AMD,1,11.6 inches,1366 x 768,1366x768,PC,Windows 8;,AMD Radeon HD 7340 Discrete-Class Graphics,dedicated,384 MB,amd,4 GB DDR3 SDRAM,DIMM,500 GB HP ProtectSmart Hard Drive Protection,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),,8.5 x 1.3 x 11.5 inches,3.5 pounds
B009I30GS6,"Dell Inspiron N4110 (I14RN-1809BK) 14-Inch Notebook (Intel Core i7 2640M 2.80GHz 6GB DDR3 Memory 500GB HDD Intel HD Graphics Windows 7 Home),Dell Computers,N4110",,3.2,"5,888","January 1, 2010",Dell,,N4110,Black,2.8 GHz,Intel,2,14 inches,,1366x768,PC,Windows 7;,Intel HD Graphics,integrated,,Intel,6 GB DDR3 SDRAM,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400.00,,10 hours,16 x 14 x 4 inches,8 pounds
B009ISRJHW,"HP 6730B Laptop, Intel Core 2 2.4GHz, Mem 2GB, HD 250GB, DVDRW, 15.4"" LCD,HP",,3.5,"7,303","September 28, 2012",,6730b,,,2.4 GHz Intel Core 2 Duo,Intel,,15.4 inches,,,,Windows 7 Professional,,,,,2 GB DDR2 SDRAM,DDR2 SDRAM,80 GB mechanical_hard_drive,,,,,,11.5 pounds
B009JXK13U,"Acer Aspire V3-571-9890 15.6-Inch Laptop (2.2 GHz Intel Core i7-3632QM Processor, 6GB DDR3, 750GB HDD, Windows 8) Black,Acer,V3-571-9890",,3.2,"8,836","October 12, 2012",Acer,V3-571,V3-571-9890,Black,2.2 GHz Core i7 3632QM,Intel,4,15.6 inches,1366 x 768,1366 x 768 pixels,PC,Windows 8;,Intel HD Graphics 4000,integrated,128 MB,intel,6 GB SDRAM,SDRAM,750 GB SATA,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),4.5 hours,15 x 10 x 1.3 inches,5.7 pounds
B009JXK23O,"Acer Aspire V3-571G-9686 15.6-Inch Laptop (2.2 GHz Intel Core i7-3632QM Processor, 6GB DDR3, 500GB HDD, Windows 8) Black,Acer,V3-571G-9686",,3.7,"7,383","October 12, 2012",Acer,V3-571G,V3-571G-9686,Black,2.2 GHz Intel Core i7,Intel,4,15.6 inches,1366 x 768,1366 x 768 pixels,PC,Windows 8;,NVIDIA GeForce GT 640M,dedicated,2000 MB,"Intel,NVIDIA",6 GB SDRAM,SDRAM,500 GB SATA,Serial ATA,5400 RPM,Lithium-Ion (Li-Ion),4.5 hours,15 x 10 x 1.3 inches,5.7 pounds
B009L90FQA,"Panasonic Toughbook CF-29, Intel PM 1.2GHz, 1G RAM, 60G HD 13.3"" Display,Panasonic",,4.2,"6,918","October 3, 2012",,Panasonic cf-29 intel 1.06ghz,,,1.2 GHz Pentium,Intel,,13.3 inches,,,,Windows XP Professional Edition,,,,,SO-DIMM DDR2,,40 GB,,,,,,
B009LHJ2PM,"Panasonic Toughbook CF-191HYAX1M 10.1"" LED Notebook - Intel Core i5 i5,Panasonic,CF-191HYAX1M",,5.0,"14,053","October 2, 2012",Panasonic,cf-191hyax1m,CF-191HYAX1M,SILVER / BLACK,2.6 GHz Intel Core i5,Intel,1,10.1 inches,,1024 x 768,PC,Windows 7 Professional,Intel HD Graphics 3000,,,,4 GB SDRAM,DDR3 SDRAM,500 GB HDD 7200 rpm,Serial ATA,7200 RPM,,,8.5 x 10.7 x 1.9 inches,7.7 pounds
B009LL9VDG,"Samsung Chromebook (Wi-Fi, 11.6-Inch) 2012 Model,????,XE303C12-A01US",233.69,4.0,296,"October 18, 2012",Samsung,Series 3 Chromebook,XE303C12-A01US,Silver,1.7 GHz Exynos 5000 Series,Samsung,2,11.6 inches,1366 x 768,1366x768,,Chrome,Integrated Graphics,integrated,,,2 GB DDR3L SDRAM,DDR3 SDRAM,16 GB flash_memory_solid_state,Solid State,1 RPM,Lithium Polymer (LiPo),6.3 hours,11.4 x 8.2 x 0.7 inches,2.4 pounds
B009LPT6GO,"ASUS K84L-7KVX Core i3-2350M Dual-Core 2.3GHz 4GB 320GB DVD±RW 14"" LED Notebook Windows 7 Home Premium w/Webcam (Dark Brown),Asus",,,"18,176","October 5, 2012",Asus,Asus X44H,,,2.3 GHz Intel Core i3,,2,14 inches,1366 x 768,1366 x 768,,Windows 7;,Intel HD Graphics,,,,4 GB ddr3,,120 GB,,,,3.5 hours,11.5 x 16 x 3.5 inches,20.4 pounds
B009LTUB14,"Dell Inspiron i13z-8864sLV 13-Inch Laptop [Discontinued By Manufacturer],Dell Computers,i13z-8864sLV",580.00,2.9,"4,590","October 12, 2012",Dell,Inspiron 13z,i13z-8864sLV,black,1.8 GHz Intel Core i3,intel core I3,2,13 inches,,1366x768,PC,Windows 8;,Intel Integrated Graphics,integrated,,,6 GB DDR3,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,,,15.4 x 5.2 x 11.7 inches,6.1 pounds
