Title,Rating,Editor Rating,MSRP,Type,Processor Name,Processor Speed,Operating System,RAM,Graphics Card,Storage Capacity (as Tested),Storage Type,Screen Size,Resolution,Screen Type,Weight,Battery Rundown,PCMark7,PCMark 8 - Work Conventional,"3-D BENCHMARK TESTS - 3DMark06 - 1,024 x 768 - Default",3-D BENCHMARK TESTS - 3DMark06 - Native – 0X/4X,3DMark 11 Entry - 3D Benchmark Tests,3DMark 11 Extreme - 3D Benchmark Tests,3DMark - Cloud Gate,3DMark - Fire Strike Extreme,"Lost Planet 2 (DX9) - Middle quality - 1,024 x 768- AA/AF=Off/Off",Lost Planet 2 (DX9) - High quality - Native - AA/AF= 0X/4X,"Crysis - Medium quality - 1,024 x 768 - AA/AF=Off/Off",Crysis - High quality - Native - AA/AF= 0X/4X,"Heaven - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Heaven - Max quality - Native - AA/AF=4X/4X:,Heaven 4.0 - Medium Quality - 1366 x 768 - Off,Heaven 4.0 - Ultra Quality - Native - 4X,"Aliens vs. Predator - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Aliens vs. Predator - Max quality - Native - AA/AF=4X/4X,Valley 1.0 - Medium Quality - 1366 x 768 - Off,Valley 1.0 - Ultra Quality - Native 4X,Handbrake Multimedia Tests,Handbrake 0.9.9,CineBench 11.5 Multimedia Tests,CineBench R15,MULTIMEDIA TESTS - PhotoShop CS5,Photoshop CS6 Multimedia Tests,MobileMark 2007- Performance score,MobileMark 2007 – Standard Battery Productivity Load (hrs:min)
Dell Inspiron 9100,4.00,excellent,2786.00, Media,, 3.2 GHz, MS Windows XP Home,, AMD Mobility Radeon 9700, 60 GB,, 15.4 inches,, Widescreen, 9.16 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compaq Evo N600c,3.00,good,2738.00,,, 1.2 GHz,, 256 MB,, 28 GB,, 14.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad S10-2,2.50,fair,349.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom N270, 1.6 GHz," MS Windows XP Home, MS Windows XP Home", 1 GB, Intel GMA 950, 160 GB,, 10.1 inches,, Widescreen, 2.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 73, 5:02
Samsung Galaxy Tab (T-Mobile),3.50,good,399.99,,,,,,, 16 GB,, 7 inches,,, 13.4 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP x4000,4.00,excellent,6595.00,,,,, 1 GB,, 35 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP TouchSmart 610-1065qd,5.00,outstanding,1789.99," Multimedia, All-in-one, Touchscreen All-In-One", Intel Core i7-870, 2.93 GHz, Microsoft Windows 7 Home Premium, 8 GB, AMD Radeon HD 5570, 1000 GB,, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,, 1:52 min:sec,, 5.34,, 3:38 min:sec,,,
Dell Inspiron 15R Special Edition (7520),4.00,excellent,1099.99," Media, Desktop Replacement", Intel Core i7-3612QM, 2.1 GHz, Microsoft Windows 7 Home Premium, 8 GB, Intel HD Graphics 4000, 1000 GB,, 15.6 inches, 1920 x 1080, Widescreen, 6.1 lb,, 3658,, 11185, 7897,,,,, 63, 23, 53,,,,,,,,,, 1:25 min:sec,, 5.56,, 3:34 min:sec,,,
"Google Chromebook Pixel (64GB, LTE)",3.00,good,1449.00," General Purpose, Ultraportable, Desktop Replacement",, 1.8 GHz, Google Chrome OS, 4 GB, Intel HD Graphics 4000, 64 GB, SSD, 12.85 inches, 2560 x 1700, Widescreen, 3.36 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WinBook J4 C2.0,2.00,fair,999.00,,, 2 GHz,, 256 MB,, 20 GB,, 14 inches,,, 8.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron One 23,3.50,good,1199.00," Mainstream, All-in-one, Touchscreen All-In-One", Intel Core i5-3330S, 2.7 GHz, Microsoft Windows 8 Professional, 8 GB, Intel HD Graphics 2500, 1000 GB, HDD, 23 inches, 1920 x 1080,,,, 3294,,,, 770, 130,,,,,,, 7,,,, 6, 5,,, 0:48 min:sec,, 4.63 min:sec,,, 4:34 min:sec,,
HP Pavilion dv7-4071nr,4.00,excellent,1029.98, General Purpose, Intel Core i7-720QM, 1.6 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Mobility Radeon 5650, 500 GB,, 17.3 inches,, Widescreen, 8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Compaq Business Desktop d530,4.00,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienware m14x R2,4.00,excellent,1604.00, Gaming, Intel Core i7-3610QM, 2.3 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GT 650M, 750 GB,, 14 inches, 1600 x 900, Widescreen, 6.5 lb,, 4351,, 15895, 13038,,,,, 85.9, 36, 91.1,,,,,,,,,, 1:18 min:sec,, 6.26,, 3:20 min:sec,,, 4:40
Origin Chronos Pro,4.00,excellent,9620.00, Workstation, Intel Xeon E5-2699 v3, 2.3 GHz, Windows 10 Pro, 32 GB, Nvidia Quadro M5000, 6512 GB," HDD, SSD",,,,,,, 3453,,,,, 33744, 5447,,,,,,, 172, 18,,, 106, 73,, 0:33 min:sec,, 2494,, 3:02 min:sec,,
MSI FX720,,,899.00,,,, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GT 520M,,, 17.3 inches,, Widescreen, 6.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Tablet K1 (Wi-Fi),3.50,good,499.00,,, 1 GHz, Google Android 3.0 or higher,,, 32 GB,, 10.1 inches,,, 1.61 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Elite m9600t ,3.00,good,1959.00," Mainstream, Multimedia", Intel Core i7-940, 2.93 GHz, Microsoft Windows Vista Home Premium, 6 GB, AMD Radeon HD 4850, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Satellite U405-S2830,4.00,excellent,, General Purpose, Intel Core 2 Duo T8100, 2.1 GHz, Microsoft Windows Vista Home Premium, 3 GB, Intel GMA X3100, 250 GB,, 13.3 inches,, Widescreen, 4.85 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron One 2305 (IO2305-3114MSL),2.50,fair,849.99," Multimedia, All-in-one, Touchscreen All-In-One", AMD Athlon II X2 250u, 1.6 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 4270, 750 GB,, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron IM5030-3413B3D,2.00,fair,630.00," General Purpose, Media", AMD Athlon II P340, 2.2 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Mobility Radeon HD 4250, 500 GB,, 15.6 inches,, Widescreen, 6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC Versa E120 DayLite,3.00,good,2199.00,,,,, 256 MB,, 20 GB,,,,, 3.1 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG Chromebase,4.00,excellent,349.99, All-in-one, Intel Celeron 2955U, 1.4 GHz, Google Chrome OS, 2 GB, Intel HD Graphics, 16 GB, SSD, 21.5 inches, 1920 x 1080,,,, N/A,,,, N/A, N/A,,,,,,, N/A,,,, N/A, N/A,,, N/A min:sec,, N/A min:sec,,, N/A min:sec,,
Alienware 17 (2014),4.00,excellent,3399.00, Gaming, Intel Core i7-4910MQ," 2.9, overclocked to 4.1 GHz", Microsoft Windows 7 Home Premium, 16 GB, Nvidia GeForce GTX 880M, 1256 GB," HDD, SSD", 17.3 inches, 1920 x 1080, Widescreen, 9.2 lb, 3:12 hrs:min, 5734,,,, 11999, 2888,,,,,,, 122,,,, 150, 80,,, 0:31 min:sec,, 7.57 min:sec,,, 3:24 min:sec,,
Origin EON17-SLX,4.00,excellent,4405.00," Gaming, Media, Desktop Replacement", Intel Core i7-3940XM, 3 GHz, Microsoft Windows 8, 16 GB, Nvidia GeForce GTX 680M, 1256 GB, HDD, 17.3 inches, 1920 x 1080, Widescreen, 9.2 lb, 2:21 hrs:min, 5886,,,, 14250, 4074,,,,,,, 168.7,,,, 204.4, 75.9,,, 0:31 min:sec,, 7.44 min:sec,,, 3:07 min:sec,,
Velocity Micro Raptor Signature Edition (Nvidia GeForce GTX 480),4.00,excellent,5999.00, Gaming, Intel Core i7-980X, 4.3 GHz, Microsoft Windows 7 Home Premium, 6 GB, Nvidia GeForce GTX 480 Triple SLI, 2128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyberpower Zeus Thunder 3000SE,4.00,excellent,2299.00, Gaming, Intel Core i7-3820, 4.31 GHz, Microsoft Windows 7 Home Premium, 16 GB, AMD Radeon HD 7950 CrossFire, 2120 GB,,,,,,, 5283,,,, 16471, 6352,,,,,,,,,,,,,,, 0:55 min:sec,, 9.03,, 2:21 min:sec,,,
Gateway One ZX4951-33e,3.00,good,779.99," Mainstream, All-in-one, Touchscreen All-In-One", Intel Core i3-550, 3.2 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 1000 GB,, 21.5 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X60 (Vista),4.50,excellent,2699.00," Ultraportable, Business, Small Business", Intel Core 2 Duo T7200, 2 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA 950, 100 GB,, 12.1 inches,, Widescreen, 3.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Excite 7.7,3.50,good,499.99,,, 1.3 GHz, Google Android 3.0 or higher,,, 16 GB,, 7.7 inches,,, 12.3 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Dimension 4500S,3.00,good,799.00,,,,, 256 MB, Integrated, 20 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway LT3103u,3.50,good,380.00," General Purpose, Ultraportable, Value, Netbook", AMD Athlon 64 L110, 1.2 GHz," Microsoft Windows Vista Home Basic, Microsoft Windows Vista Home Basic", 2 GB, AMD Mobility Radeon X1270, 250 GB,, 11.6 inches,, Widescreen, 3.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4:10
Dell Inspiron 1545 (i1545-USE010ST),3.00,good,700.00," General Purpose, Media, Value", Intel Pentium T4200, 2 GHz, Microsoft Windows Vista Home Premium, 3 GB, Intel GMA 4500MHD, 320 GB,, 15.6 inches,, Widescreen, 5.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 136, 3:36
Motion Computing LE1700 Tablet PC,3.00,good,2199.00," Tablet, Business, Small Business", Intel Core 2 Duo T7400, 1.5 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA 950, 60 GB,, 12.1 inches,, Standard, 3.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer C7 Chromebook (C710-2457),3.50,good,229.99," Value, Netbook", Intel Celeron 847, 1.1 GHz," Google Chrome OS, Google Chrome OS",, Intel GMA HD, 16 GB, SSD, 11.6 inches, 1366 x 768, Widescreen, 3.1 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polywell Giada Ion-100,3.00,good,449.00," Multimedia, Value", Intel Atom N330, 1.6 GHz, Microsoft Windows 7 Home Premium, 2 GB, Nvidia ION, 250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienware Area-51 m15x,4.50,excellent,4499.00," Gaming, Media", Intel Core 2 Duo X9000, 2.8 GHz, Microsoft Windows Vista Home Premium, 4 GB, Nvidia GeForce 8800M GTX, 200 GB,, 15.4 inches,, Widescreen, 7.8 lb,,,,, 5511,,,,,,,,,,,,,,,,,,,,,,, 150, 1:49
Compaq Presario 8000T,4.00,excellent,3175.00,,,,, 512 MB, Nvidia GeForce FX 5950, 160 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro Express MicroFlex 22A,3.00,good,1600.00,,,,, 512 MB,, 120 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple iBook Special Edition,,,1799.00,,,, Mac OS X,,, 5.5 GB,, 12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Transformer AIO (P1801-B037K),3.50,good,1299.00," All-in-one, Touchscreen All-In-One", Intel Core i5-3350P, 3.1 GHz, Microsoft Windows 8, 8 GB, Nvidia GeForce GT 740M, 1000 GB, HDD, 18.4 inches, 1920 x 1080,,,, 3779,,,, 3206, 603,,,,,,, 27,,,, 32, 10,,, 0:42 min:sec,, 5.16 min:sec,,, 3:44 min:sec,,
Asus Zenbook VX51VZ-XB71,3.00,good,2419.00, Desktop Replacement, Intel Core i7-3632QM, 2.2 GHz, Microsoft Windows 8, 8 GB, Nvidia GeForce GT 650M, 512 GB, SSD, 15.6 inches,, Widescreen, 4.56 lb, 2:14 hrs:min, 5365,,,, 3382, 692,,,,,,, 31,,,, 41, 14,,, 0:39 min:sec,, 5.8 min:sec,,, 3:57 min:sec,,
Lenovo IdeaPad Z560 0914-3YU,3.50,good,699.00," General Purpose, Value", Intel Core i5-480M, 2.67 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 15.6 inches,, Widescreen, 5.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booq Cobra Pack,4.00,excellent,295.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Solo 1450 SE,4.00,excellent,1158.00,,, 1.2 GHz,,,, 20 GB,,,,, 6.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Satellite L505D-ES5025,2.00,fair,629.98, General Purpose, AMD Turion II Dual-Core Mobile M520, 2.3 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 4200, 320 GB,, 15.6 inches,, Widescreen, 6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Thinkpad T23,4.00,excellent,,,, 1.13 GHz,, 128 MB,, 48 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Compaq Business Notebook nc6000,4.00,excellent,1899.00,,, 1.6 GHz, MS Windows XP Professional, 512 MB,, 60 GB,, 14.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Switch 11 (SW5-171-325N),4.00,excellent,649.99," General Purpose, Value, Tablet", Intel Core i3-4012Y, 1.5 GHz," Microsoft Windows 8.1, Windows 8.1"," 4 GB, 4 GB"," Intel HD Graphics 4200, Intel HD Graphics 4200", 128 GB, SSD, 12.5 inches,, IPS LCD, 1.83/3.34 lbs, 6:21,, 2113,,,,, 2423, 128,,,,,,, 9, 2,,, 10, 3,, 6:27 min:sec,, 152,, 8:01 min:sec,,
A Centrino Tablet in Motion,4.00,excellent,2099.00, Tablet,,,, 512 MB,, 20 GB,, 12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus UL50VF-A1,4.00,excellent,850.00," Gaming, General Purpose, Media", Intel Core 2 Duo SU7300, 1.3 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia GeForce G210M, 320 GB,, 15.6 inches,, Widescreen, 5.2 lb,,,,, 3146,,,,,,,,,,,,,,,,,,,,,,,, 7:55
Dell XPS One 27,4.50,excellent,1999.00," Multimedia, All-in-one", Intel Core i7-3770S, 3.1 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GT 630M, 2032 GB,, 27 inches, 2560 x 1440,,,, 4673,,,, 3230, 630,,,,,,,,,,,,,,, 1:09 min:sec,, 7.04,, 2:53 min:sec,,,
Sony VAIO XL1 Digital Living System ,4.00,excellent,2300.00," Multimedia, Digital Entertainment System", Intel Pentium D 820, 2.8 GHz, MS Windows XP Media Center Edition 2005, 512 MB, Nvidia GeForce 6200, 200 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Yoga Tab 3 Pro,4.00,excellent,499.99,,, 2.24 GHz, Android 6.0, 2 GB,, 32 GB, SSD, 10.1 inches,, IPS LCD, 23.5 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Tecra M1,3.00,good,3500.00,,, 1.6 GHz,, 512 MB,, 60 GB,, 14.1 inches,,, 6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Precision T3610,4.00,excellent,2129.00, Workstation, Intel Xeon E5-1620 v2, 3.7 GHz, Microsoft Windows 7 Professional, 16 GB, Nvidia Quadro K4000, 1000 GB, HDD,,,,,, 3795,,,, 7050, 1472,,,,,,, 67,,,, 85, 32,,, 1:42 min:sec,, 7.44 min:sec,,, 3:16 min:sec,,
Dell XPS 27 Touch All-in-One (2720),4.50,excellent,2099.99," All-in-one, Touchscreen All-In-One", Intel Core i7-4770S, 3.1 GHz, Microsoft Windows 8, 8 GB, Nvidia GeForce GT 750M, 2032 GB," HDD, SSD", 27 inches, 2560 x 1440,,,, 4958,,,, 4647, 922,,,,,,, 38,,,, 55, 12,,, 0:32 min:sec,, 7.55,,, 2:58 min:sec,,
Lenovo IdeaCentre K430,3.50,good,1049.00," Gaming, Multimedia", Intel Core i7-3770, 3.4 GHz, Microsoft Windows 7 Home Premium, 12 GB, Nvidia GeForce GT 545M, 2000 GB,,,,,,, 373,,,, 2948, 525,,,,,,, 44,,,, 76, 11,,, 2:46 min:sec,, 7.86 min:sec,,, 1:04 min:sec,,
HP Pavilion dv7-4153cl,3.00,good,799.99, General Purpose, AMD Turion II P540, 2.4 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Mobility Radeon HD 4250, 640 GB,, 17.3 inches,, Widescreen, 6.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7:27
Sony VAIO VPC-SA2FGX/BI ,3.50,good,1199.00," Media, Ultraportable, Business, Small Business, Gaming Ultraportable", Intel Core i5-2410M, 2.3 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 3000, 500 GB,, 13.3 inches, 1600 x 900, Widescreen, 3.5 lb,,,, 8018, 5990,,,,, 50.2, 21.2, 59.1,,,,,,,,,, 1:57 min:sec,, 2.57,, 4:13 min:sec,, 272, 4:37
HP Pavilion dm4-2165dx,3.50,good,649.99," General Purpose, Value", Intel Core i3-2330M, 2.2 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel HD Graphics 3000, 640 GB,, 14 inches, 1366 x 768, Widescreen, 4.3 lb,, 1940,, 3887, 2223,,,,, 14, 5.1, 17.1,,,,,,,,,, 2:22 min:sec,, 2.02,, 5:22 min:sec,, 238, 7:58
HP Omni 200xt,,,729.99,, Intel Core i3-550, 3.2 GHz, Microsoft Windows 7 Home Premium, 6 GB, AMD Radeon HD 5570, 1000 GB,, 21.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Surface Pro 4,4.00,excellent,1299.00, Detachable, Intel Core m3, 2.4 GHz," Microsoft Windows 10, Windows 10"," 4 GB, 4 GB"," Intel HD Graphics 520, Intel HD Graphics 520", 128 GB," SSD, SSD", 12.3 inches, 2736 x 1824, Standard, 1.73 lbs, 10:19 hrs:min,," 2,612",,,,," 5,715", 388,,,,,,, 21, 2,,, 23, 2,, 2:20 min:sec,, 307,, 3:10 min:sec,,
Dell XPS 8500,4.00,excellent,1999.00," Gaming, Multimedia", Intel Core i7-3770, 3.4 GHz, Microsoft Windows 7 Home Premium, 16 GB, AMD Radeon HD 7870, 3256 GB,,,,,,, 5458,,,, 9570, 1918,,,,,,,,,,,,,,, 1:04 min:sec,, 7.46,, 2:45 min:sec,,,
ZT Media Center PC A5346,4.00,excellent,2600.00, Multimedia,,, MS Windows XP Media Center Edition 2005,, Nvidia GeForce 6800,,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 18,4.00,excellent,1399.99," Mainstream, All-in-one, Touchscreen All-In-One", Intel Core i5-3337U, 1.8 GHz, Microsoft Windows 8, 8 GB, Intel HD Graphics 4000, 500 + 32 GB," HDD, SSD", 18.4 inches, 1920 x 1080,,,, 4221,,,, 1157, 211,,,,,,, 12,,,, 13, 5,,, 1:27 min:sec,, 2.44,,, 5:20 min:sec,,
MicronPC Millennia TS2 Creative Studio,3.00,good,2700.00,,,,, 512 MB,, 240 GB,, 19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Studio 1737 (s1737-USE0145),3.50,good,749.98," General Purpose, Media, Value", Intel Core 2 Duo T6500, 2.1 GHz, Microsoft Windows Vista Home Premium, 4 GB, Intel GMA 4500MHD, 320 GB,, 17 inches,, Widescreen, 7.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3:37
HP Pavilion dv2 (1030-us),3.50,good,749.00," General Purpose, Media, Value, Netbook", AMD Athlon Neo MV-40, 1.6 GHz, Microsoft Windows Vista Home Premium, 4 GB, AMD Mobility Radeon 3410, 320 GB,, 12.1 inches,, Widescreen, 3.8 lb,,,,, 1199,,,,,,,,,,,,,,,,,,,,,,, 78, 3:41
Dell Inspiron Duo,2.50,fair,550.00," General Purpose, Ultraportable, Value, Tablet, Netbook", Intel Atom N550, 1.5 GHz," Microsoft Windows 7 Home Premium, Microsoft Windows 7 Home Premium"," 2 GB, 2 GB"," Intel GMA 3150, Intel GMA 3150", 320 GB,, 10.1 inches, 1366 x 768, Widescreen, 3 lb,,,, 135, 118,,,,,,,,,,,,,,,,,,, 0.46,,,, 59, 3:18
Disney Netpal by ASUS,4.00,excellent,350.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom N270, 1.6 GHz," MS Windows XP Home, MS Windows XP Home", 1 GB, Intel GMA 950, 160 GB,, 8.9 inches,, Widescreen, 2.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5:30
eMachines M5305,3.00,good,,,,,, 512 MB,, 40 GB,, 15.4 inches,,, 6.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion a610n,4.00,excellent,770.00, Mainstream,,, Microsoft Windows XP Home, 512 MB,, 160 GB,, 17 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybernet DeskBook DB2400,2.00,fair,,,, 2.4 GHz,, 512 MB,, 40 GB,, 15 inches,,, 7.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velocity Micro Gamer's Edge FX,4.00,excellent,4459.00, Gaming,,, Microsoft Windows XP Professional, 1 GB, AMD Radeon x800, 274 GB,, 21 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Mini 210-2000,3.50,good,599.00, Netbook,, 1.67 GHz," Microsoft Windows 7 Starter Edition, Microsoft Windows 7 Starter Edition", 1 GB, Intel GMA 3150, 250 GB,, 10.1 inches,, Widescreen, 2.99 lb,,,, 154,,,,,,,,,,,,,,,,,,,,,,,, 65, 9:50
Xi 1100K MTower,3.00,good,,,,,, 128 MB,, 58.4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus Transformer Pad TF701,3.50,good,449.00,,, 1.9 GHz, Google Android 4.2.2, 2 GB,, 32 GB, SSD, 10.1 inches,, IPS LCD, 1.29 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad 10 Tablet,3.50,good,729.00,,, 1.59 GHz, Microsoft Windows 8.1 Pro, 2 GB, Intel HD Graphics, 64 GB, SSD, 10.6 inches,, TFT LCD, 1.27 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Revo One (RL85-UR45),4.00,excellent,249.99," Mainstream, Multimedia, Digital Entertainment System, Mini Desktop PC", Intel Core i5-5200U, 2.2 GHz, Windows 8.1, 8 GB, Intel HD Graphics 5500, 1000 GB, HDD, N/A inches,,,,,, 2564,,,,, 4221, 260,,,,,,, 12, 4,,, 13, 3,, 3:11 min:sec,, 248,, 5:08 min:sec,,
Apple MacBook Pro 15-inch (LED),4.50,excellent,1999.00, Media, Intel Core 2 Duo T7500, 2.2 GHz, Mac OS X, 2 GB, Nvidia GeForce 8600M GT, 120 GB,, 15.4 inches,, Widescreen, 5.3 lb,,,,, 2670,,,,,,,,,,,,,,,,,,,,,,,,
MSI Wind Top AE2220,3.50,good,950.00," Multimedia, All-in-one, Nettop", Intel Core 2 Duo T6600, 2.2 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia ION, 500 GB,, 21.5 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion dm4-1265dx,4.00,excellent,649.99, General Purpose, Intel Core i5-460M, 2.53 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 640 GB,, 14 inches, 1366 x 768, Widescreen, 4.4 lb,,,, 2133, 1909,,,,,,,,,,,,,,,,, 2:53 min:sec,, 2.11,, 4:55 min:sec,, 242, 6:22
Dell Adamo,3.50,good,2000.00," Media, Ultraportable", Intel Core 2 Duo U9300, 1.2 GHz, Microsoft Windows Vista Home Premium, 2 GB, Intel GMA 4500MHD, 128 GB,, 13.4 inches,, Widescreen, 4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3:40
Acer Aspire 7600U (A7600U-UR308),4.00,excellent,1899.99," All-in-one, Touchscreen All-In-One", Intel Core i5-3210M, 2.5 GHz, Microsoft Windows 8, 8 GB, Nvidia GeForce GT 640M LE, 1000 GB,, 27 inches, 1920 x 1080,,,, 2613,,,, 2887,,,,,,,, 26.9,,,, 31.4, 10.4,,, 2.88 min:sec,, 1:14 min:sec,,, 4:23 min:sec,,
Sony VAIO PCG-GRX570,3.00,good,2499.00,,, 1.6 GHz,, 512 MB,,,, 16 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Venue 11 Pro,4.00,excellent,499.99,,, 1.46 GHz, Microsoft Windows 8.1, 2 GB, Intel HD Graphics, 64 GB, SSD, 10.8 inches,, IPS LCD, 1.65 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Vostro 3300,3.50,good,1142.00," Media, Business, Small Business", Intel Core i5-520M, 2.4 GHz, Microsoft Windows 7 Professional, 4 GB, Nvidia GeForce 310M, 500 GB,, 13.3 inches,, Widescreen, 4.8 lb,,,,, 3447,,,,,,,,,,,,,,,,,,,,,,, 228, 2:45
Sony VAIO VGC-RC110G ,4.00,excellent,2199.00," Mainstream, Multimedia", Intel Pentium D 830, 3 GHz, MS Windows XP Media Center Edition 2005, 1 GB, AMD Radeon x300, 250 GB,, 20.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Timeline AS3810T (6415),4.00,excellent,900.00," General Purpose, Media, Ultraportable, Value", Intel Core 2 Duo U9400, 1.4 GHz, Microsoft Windows Vista Home Premium, 4 GB, Intel GMA 4500MHD, 500 GB,, 13.4 inches,, Widescreen, 3.6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 151, 8:40
HP Compaq 6730b,,,," Ultraportable, Business, Small Business", Intel Core 2 Duo P8600, 2.4 GHz, Microsoft Windows Vista Business,, Intel GMA 4500MHD, 320 GB,, 15.4 inches,, Widescreen, 5.93 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
